	Microglia	Complement_Immunosuppressive	Neutrophil	Scavenger_Immunosuppressive	G2_M	IFN_Response	IL1B_CD83_TNF_Inflammatory	cDC	G1_S	Hypoxia	Inflammatory_microglia	HS_UPR	Macrophage	Monocyte
RFC3	0.000174576	7.09671E-05	0	0.00027375	0.000779646	0.000212346	2.03607E-06	5.20273E-05	0.003609009	0	0.000276736	6.62923E-05	0.000104464	0.00015357
RFC4	0.000251611	0.000193669	0	0.000131869	0	0.000136428	3.79974E-05	0.000169414	0.004311508	3.10421E-05	0.000296897	0.000204638	0.000224247	0.000121409
RFLNB	6.87525E-05	0.000222487	0.002904598	7.81319E-05	8.36141E-05	0	3.92186E-05	3.5615E-05	0.000225249	0.00024185	0.00037868	0	3.3893E-05	0.001491028
RGCC	0.000936848	0.000408496	0	1.6426E-05	0	0	0.001125608	0.000627219	2.66805E-05	0.002915607	0	0	0.000304278	3.40272E-05
RGL1	6.07008E-05	0.000532991	0	0.001058629	7.73781E-05	0.001662557	0.000329592	0.00017698	1.39428E-05	0	0.001532315	0.000228905	0.001234938	0.000730463
RGL4	2.60973E-05	0	0.001726056	0	2.31192E-05	2.18666E-06	0	0.000403341	2.4239E-05	0	4.47716E-05	3.44494E-05	0	0.000320006
RGPD5	0.000393982	0.000252186	0.000203005	0.000107221	7.97371E-05	0	0.00039825	0.000312684	7.85285E-06	0.000136247	0.000518774	4.84816E-05	5.15078E-05	8.85564E-05
RGS13	2.26077E-05	0.000492056	0	0.000176544	2.53381E-05	0.000130144	0.000750179	0.000574542	0.000124292	0.000134377	0.000161314	0	0	3.73452E-05
RGS16	0.001683008	8.73367E-05	0	0	0	0	0.001516469	0	0	0.000488094	0.000185322	0.000972548	0	0
RGS2	0.000123419	0.001271755	0.004265901	0.000396377	2.69589E-05	0.00066367	0.001013349	0.001349383	3.32633E-05	0.00057742	0.000632672	0.002879156	2.5119E-05	0.00138072
RGS4	0	0.000123174	0	0.001088755	2.20632E-05	3.69662E-05	9.49131E-05	0	0.000222157	2.85555E-05	0	5.28978E-05	0.000106925	0
RHOB	0.000787257	0.000612548	0	0.000190407	1.87232E-05	0.000229566	0.002093491	0.00010541	6.65418E-06	0.000457955	0.003227536	0.002492607	0	0.000116361
RHOC	0.001108675	0.000875692	0	0.001082523	0.000259775	0.000500858	0.000323016	0.001255349	3.15303E-05	0.001192773	0.000190842	5.34045E-05	0.000462072	0.000335929
RHOH	0.000166405	0.000308151	0	0.000204457	0.000210965	0.000662053	0.00056491	0.001224676	0.000336926	0.000604833	0.000811915	0.000107012	2.84073E-05	0.000511189
RHOU	0.000464653	0.000746327	0	0.001199374	0.000100438	0.000256726	0.000547381	8.39627E-05	0	0.000319403	0.000513654	7.11086E-05	0.000176429	0.00091224
RIPK2	3.74795E-05	0.000193455	0.000146917	0.00014474	1.88753E-05	0.000383858	0.001913021	0.001205166	2.22619E-05	0.001444392	0.00066597	0.001655723	0.000318015	0.000990638
RIPOR2	3.00509E-06	0	0.006862476	0	0	6.02722E-05	0	0.000882265	3.38274E-07	0	3.65317E-05	7.42651E-06	0	0.002817209
RMDN3	0.000445937	0.000505626	0	0.000590501	3.05947E-05	0.000217206	0.000297193	3.23827E-05	0.000531261	0.000224514	0.000336576	3.63059E-05	0.003176499	9.23334E-05
RMI2	5.8021E-05	8.77823E-05	3.69552E-05	5.7849E-05	0.000352226	0.00025599	7.43785E-06	0.000491886	0.003435018	2.27924E-05	7.21705E-06	9.11224E-06	0	9.39562E-05
RMRP	0.000518751	4.4637E-05	0	0.000945894	4.48683E-05	0.000615733	7.67964E-05	0.000138018	0.000175326	4.70991E-05	0.000271283	0.000234056	0.000218023	0.00038513
RNASE1	0.000132825	0.000827987	0	0.003578319	6.99111E-05	2.63162E-05	0	0	2.52995E-05	0.000407181	0.000646344	0	0.000180781	4.92284E-05
RNASE2	0.00084229	0.001188886	0	0.000975468	0.001406353	1.1934E-05	0.000298974	0	0.000314302	0.000183337	2.8026E-06	0.000574499	0	0.001020874
RNASE3	0.00052568	0.000477558	0	4.74967E-06	0.000277397	6.91304E-06	0.000384477	0	0.000173049	7.08051E-05	0.000156199	0.00043284	0	6.02297E-05
RNASE4	0.000559034	0.000439103	0	0.000102872	0.000129308	0	9.35801E-05	0	0	0.004398973	6.79637E-05	0	0.000284203	0.000376393
RND1	0	1.26059E-05	0	0	2.29251E-05	0.000198447	0.000495938	0.000386831	0	7.03172E-05	0.000276684	0.001203479	0	0
RND3	6.9262E-05	0.00063461	0	0.002228307	0	0.000197054	0.000197028	0	2.18748E-05	0.001171585	1.42701E-05	0	0.000171089	1.46368E-05
RNF122	0.000363392	0	7.54496E-05	0	1.02672E-05	0.000287054	0.000589281	0.000119718	2.19556E-06	0.000105099	0.001735025	0.00040809	3.05513E-05	0.000117452
RNF144B	0.00018462	0.001638252	0.001281548	0.000566297	6.30596E-06	0.000672554	0.00120002	0.000961372	2.37431E-05	0.001082255	0.000693713	0.000263892	0.000116639	0.001122175
RNF24	0.000440575	0.00035703	0.003626092	0.000417961	0.000184928	6.6135E-05	0.000100167	0.000314922	2.85415E-05	0.000803102	0.000273772	0.00043715	0.000131451	0.000690025
ROBO1	0.00023252	0.000539844	0	7.4474E-05	5.93453E-06	0.000239059	8.1176E-05	0.001652425	0.000157238	2.12775E-05	0.00019977	1.10543E-05	2.21456E-05	4.29631E-05
RORA	3.08749E-05	9.1615E-05	5.83035E-05	3.41729E-05	0	6.53153E-05	5.56238E-06	0.000310457	5.90265E-05	0.001109312	0.000307813	0.000115854	2.74031E-05	0.000236241
RPA3	0.000625009	0.0004444	6.23412E-05	0.000188715	0.000944688	0.000281558	0.000137768	0.000302655	0.004000673	0.000129147	0.000277429	0.000119836	0.000602459	0.000262446
RPGR	0.000290627	0.000193429	0.001233685	0.000428102	0.000212466	8.42797E-05	0.000458629	0.000152186	0.000166875	0.000140955	0.000720697	6.99131E-05	0.000200184	0.000524722
RPS26	0.002122855	0.001092849	8.42131E-05	0.000423605	0.000196758	0.000424085	0.000662222	0.001041993	0.000371168	0.001094412	0.001742732	0.000942283	0.000994686	0.000594255
RPS4Y1	0.00103705	0.00030429	0	0.000279293	0.000119859	0.001406961	0.000427745	0.001103846	0.000164206	0.000177844	0.001697028	0.00076684	0.000717862	0.001042811
RPS6KA2	0.001052656	0.000544557	0	0.001008685	0	0.000118908	0.000389039	0.000186767	0.000129268	0.001158869	0.000352563	0	0.000708052	5.26179E-05
RRAD	8.39094E-05	3.95062E-05	0	4.25019E-05	0	0	0.001141552	4.87513E-05	0	0.000147048	0	0.000608828	0	5.81251E-05
RRAGD	0.00076828	0.000397626	0.000573317	9.44815E-06	0	0.000281223	0	2.43781E-05	0.000381751	0.002006079	0.00014662	0.000204048	0.003067961	8.82108E-05
RRM1	0.00017013	0.000344035	0	0.000283058	0.000847027	0.000234573	0.000111698	0.000212208	0.00515406	0.000116173	0.000223633	0.000275996	0.000261566	0.000181477
RRM2	0	0	0	1.316E-05	0.002016637	0	0	0	0.00560668	0	0	0	0	0
RRP12	0.000194644	0.000324995	0.000631567	0.000319217	8.21217E-05	0	0.000870365	0.000162387	8.84522E-05	0	0.000277357	0.000378298	0.000239934	0.000746582
RSAD2	0	0	0	0	0	0.012119449	0	0	0	0	0	0	0	0
RTCA-AS1	0.000354611	0.000100979	9.73094E-05	0.000163985	4.76131E-05	0.000102592	5.85952E-05	3.10906E-05	8.46013E-05	0.00018894	0.000622668	0.000273482	0.000179494	0.000251486
RTN1	4.55781E-06	0.001240556	0	0.000393295	7.43423E-06	0.000287833	0.000850667	0.000878811	0.000417902	0	0.000661377	0.000303292	0	0.000303303
RTTN	0.002652034	0	0	0	0.000102699	3.30004E-05	0	0	0.000432531	6.63397E-05	0.000754077	0.000364692	5.56832E-05	5.9465E-05
RUBCN	0.000445262	0.000391282	8.58952E-05	0.000527471	4.0423E-05	0.001177196	0.000452621	0.000204921	4.3293E-05	0.000353227	0.000803025	0.000346138	9.95958E-05	0.00030229
RUNX3	2.53944E-05	0.000465961	0	0.000250262	0.00025024	0.000466486	0.000110375	0.002454287	0.000373445	0.000793937	0.00044412	0.000404561	0.000481455	0.000435238
S100A1	0.001407631	0	3.12242E-05	0	0	0	0	0	1.82579E-05	0.000174254	1.38375E-06	0	0.000407644	5.70325E-06
S100A10	0	0	0	0.001741916	0.000143503	0	0.000376459	0.001196918	2.09596E-05	0.002894974	0	0	0.000873154	0.002475773
S100A11	0.001617342	0.001324599	0.002184465	0.00068705	0.00018087	0.001222327	0.000498716	0.000172043	6.93969E-05	0.001166832	1.41926E-05	0	0.002505109	0.001091037
S100A12	0	0	0.003845496	0	0	0	0	0	0	0	0	0	0	0.002940536
S100A13	0.001853622	0.00029681	0	5.2783E-05	2.96822E-05	0.000103452	0	3.00421E-05	5.26144E-05	8.32392E-05	0.001178513	0.000139485	0.000813435	8.15004E-05
S100A16	0.000188485	0.000258222	4.06968E-05	7.32975E-05	0.000174395	0.000447532	0.000246512	6.76348E-05	8.41978E-05	0.000316679	8.51643E-05	0.000143973	6.87446E-05	0.000199325
S100A4	0	4.63129E-05	0.002463197	0.001583861	0.000101323	0.000240428	0.000329265	0.000518431	0.000458926	0.000369252	0	2.36688E-05	0.000370955	0.002455609
S100A6	0	0	0.003745518	0.001262359	0	0.000133522	0.000136637	0.000632384	3.19161E-05	0.000509878	0	0	0.001485482	0.00333539
S100A8	0.000688152	0.000306488	0.003592261	0.000246538	3.92881E-05	0	2.74675E-06	0	0	3.70974E-05	0	0	7.62588E-05	0.003246598
S100A9	0.000562021	0.00034093	0.004605842	0.000411697	0.000144133	0	1.17148E-05	0	2.4743E-05	9.03528E-05	0	0	0.000192362	0.003636829
S100B	0.000545417	0.000661831	0	0.000334593	2.36767E-05	0.00023006	9.00403E-05	0.003954199	0.000349609	0.000181414	0.000260966	0.000189433	0	0
S100P	0	0	0.0050136	0	0	0	0	0	0	0	0	2.12131E-05	7.14639E-05	0.000920848
S1PR1	0.000284833	0.000789643	0	0.00158829	0.000195119	9.01446E-05	3.00307E-05	2.68124E-05	3.50042E-05	0.000109633	2.8417E-05	0.000599527	0.000141121	8.91695E-05
S1PR3	2.0743E-05	0	0.000185821	0	0	0	5.75501E-05	0	1.79184E-05	4.08198E-05	2.75379E-05	0	0	0.00162829
S1PR4	0	0	0.00256125	1.69347E-05	0.000253417	0	0	0.001048983	2.05541E-05	0	6.02794E-06	1.25718E-05	0.000600558	0.001646747
SAC3D1	0.000426886	0.000231243	0	0.000119393	0.001556503	0.000124109	3.18877E-05	0.000153832	0.00160882	9.99242E-05	0.000127866	0.00022017	0.000331718	0.000143773
SACS	0.000384959	0.000359013	0	0.000674135	0.000466798	1.59212E-05	0.000293923	0.000555729	0.000848441	0.000363182	0.000430685	8.74444E-05	0.000297549	0.000327287
SALL1	0.002098888	4.97999E-05	0	0	0	0.000256323	0	0	1.31126E-06	2.06519E-05	0.001623105	8.88816E-05	0	0
SAMD9L	0.000838576	0.000470377	0.000318071	0.000459189	0.000444334	0.010263045	0.000104235	0.000339485	0.000103831	0	0.000685789	2.23254E-05	0.000318618	5.29163E-05
SAP30	0.000336752	0.001575156	0.000385628	0.000884692	0.000694234	0.000414847	0.000886426	0.000425382	0.000176072	0.001047374	0.001076897	0	0.000127416	0.000909235
SAPCD2	3.9836E-06	2.9183E-05	3.24953E-05	0.000192163	0.00519615	1.79651E-05	3.44088E-05	4.64849E-05	4.01739E-05	1.64648E-05	6.25823E-05	0	2.03201E-05	0.00010403
SASH1	0	0.000142322	0	0.002406264	0	0.00050709	1.92508E-05	2.4709E-05	6.38218E-05	0	3.41387E-05	0.00016085	0.000724312	0.000436568
SATB1	5.42935E-05	0.000859179	0.000203809	0.001569731	0	0.000100706	0.00032004	0.001028363	0	0.000582257	0.000284019	3.03316E-05	4.82788E-05	0.001657507
SATB1-AS1	0	0.000321194	2.96621E-05	0.000106068	0.000274408	0.000248875	0.000511326	0.000404165	9.08819E-05	7.89101E-05	2.18202E-05	0.000170588	0	0.000465094
SAV1	0.000319391	0.000572073	0	0.000484096	4.35546E-05	0.000181884	0.000929749	0.000326803	0.000399529	0.00054635	0.000721927	0.000870722	0.000454055	0.000270877
SCD	0.000513233	7.13612E-05	0	0.000731659	0	2.67595E-05	0.000110946	0	0.000122359	0.003156137	0.000233713	0	0.002382567	0
SCG2	0.000120909	0.000284191	0.00010459	1.54976E-05	0.000142553	8.59415E-06	0.000105471	4.37463E-05	5.62692E-05	0.000135265	0.000154652	7.98652E-05	0.000129888	0.000140727
SCG5	2.17603E-05	1.69293E-05	0	0.000479341	0.000111064	0.000123832	4.21906E-05	3.59888E-05	8.47755E-05	0.00036091	0.000285952	2.92032E-06	0	0.00035557
SCIN	0.003341982	0.002427916	0	0	3.8482E-05	0.00036457	0.000752749	0	0.000171765	0	0.000340233	0.000401874	0	0
SDC2	0.000258905	0.000246883	0	0.000451729	0	1.65993E-07	0.000130532	3.80739E-05	0	0.001613788	0.000190738	0.000182299	0.000699334	0.001628819
SDC3	0.000265777	0.001821549	0	0.002138639	0.000115007	0.000543314	9.57381E-05	0	6.91257E-05	0	0.00010519	0	0.001800305	3.51494E-05
SDC4	0	0	0	7.86643E-05	3.18507E-05	0	0.000990223	0.000174584	0.000262502	8.03755E-05	0	1.06855E-05	0.001657573	0.00150826
SDF2L1	0.000458697	0.000845774	0	0.000627521	0.000275869	0.000899426	0.000301018	0.000439097	0.001290602	0.000669812	0.000190934	0.000504381	0.000883596	0.000232173
SDS	0	9.39068E-05	0	0.000289978	0	0.00046828	0.000308688	6.41143E-05	1.75142E-05	0.00121514	0	0	0.002168523	0.000480716
SDSL	0.000846899	0.00076807	0	0.000298412	0.000151005	0.000770516	0.000201221	0.000184586	0.000102554	0.000278631	5.528E-05	1.89067E-05	0.001927278	0.000491817
SEC61G	0.000893612	0.000467459	0	0.000441707	0.000184195	0.000338317	0.000269651	0.000362967	0.000345495	0.002450161	0.000205753	0.000353499	0.000807644	0.001040466
SEL1L3	0	0.00058597	0	0.00080659	9.38181E-05	5.65764E-05	7.0001E-05	0.002132652	0.000382238	0.00056951	0.000107701	1.32075E-05	0.000300883	0.000151388
SELENBP1	0.002194309	1.69438E-05	0	0	0	0	0	1.35389E-05	0	0	0.000114215	0	9.37987E-05	2.24317E-06
SELENOK	0.000745036	0.000516435	0.000724147	0	0.000239546	0.0005802	0.003091862	0.000991407	0.000152708	0.000526319	0.000658816	0.001396033	0.000482006	0.000240109
SELENOP	0	0.00216839	0	0.000971981	0	4.61064E-05	0	0	0	0	0.000416615	0	0.001354103	0
SELL	0.000281241	0.000132608	0.006633082	0	0.000127082	0.001613181	6.6885E-05	0.000938389	3.55728E-05	0	0.000396636	3.09287E-05	2.84599E-05	0.001907678
SEMA3C	0	0	0.000131645	0.000262647	0	0	0	6.49451E-05	3.67304E-05	0.000790652	0	0	0.001030969	0.000965525
SEMA4A	7.77816E-06	0.000280401	0.001232108	0.000736586	1.26021E-05	0.000256039	0.0008211	0.001212567	5.71708E-05	6.94295E-06	0	3.23233E-05	0.000603486	0.000762148
SEMA5A	9.6207E-05	0.000266477	0.000101383	3.18549E-05	3.92807E-05	0.00014435	5.22801E-05	3.83526E-05	1.54637E-05	0.00061875	0.000308273	9.91489E-05	0.000215979	0.000124968
SEMA6B	0.000111178	0.000546689	0	0.000302354	9.81996E-06	0	0.000459916	0.000239842	0	4.94469E-05	4.6915E-05	0.000343822	0.000485424	0.00199681
SEMA6D	0.000726956	0	0	0	0	0	0.000118089	0	0	0	0.000936889	0	2.11756E-05	5.74915E-05
SEMA7A	0.000706426	1.0961E-05	0	0	0	7.52574E-05	0.000168858	0.001970303	4.89823E-05	1.77821E-05	0.000369237	0.00043888	2.28736E-05	0
SEPHS2	0.000776025	0.000555069	0.000572732	0.000617103	0.000232569	0.00036636	0.000135938	0.000616612	0.000146725	0.000704007	0.000510223	0.001022883	0.001933223	0.000624373
SEPTIN11	0.000359666	0.000486384	0	0.002418498	0.000347647	0.000453991	0.000232715	0.000686282	0.001395816	0.000187007	0.000283093	0	0.000809628	9.9167E-06
SEPTIN4	5.95138E-05	0	8.81109E-05	6.48342E-05	2.24605E-05	0.000528831	0.000334955	0.000133121	1.54917E-05	0	0.000495086	0.000279408	0.000149107	3.68421E-05
SERINC2	0	6.04968E-05	0	0.00022855	3.97825E-05	1.60308E-05	0	0	1.17687E-05	0.002292071	0	2.09239E-05	0.00111396	0.000237422
SERPINA1	0.000839862	0.002380118	0.002221533	0.000676889	5.06236E-05	0.000781338	0.000624152	0.000215265	0.000173953	0.000408332	0.0001919	0.00053293	0	0.002497498
SERPINA3	8.64266E-05	0.000390671	1.64722E-05	0.000294549	4.40396E-06	0.000163838	0.000326324	0.000162309	0.000130733	0.000256442	7.83013E-05	0.000210608	4.17635E-05	8.15572E-05
SERPINB2	0	0	2.41532E-05	0	0	0	0.00046428	0	0	0	0	0	3.87721E-05	0.000926299
SERPINB9	0.000693744	0.000443433	0	0.00090429	1.9579E-05	0.000540791	0.002974276	0.00172891	4.31817E-05	0	0.001467244	0	0	0.000744273
SERPINB9P1	0.000346515	0.000125382	0	8.33339E-05	1.83883E-05	0.000208984	0.001182195	0.000172994	4.51586E-05	2.34028E-05	0.000947243	0.000276362	0	9.43723E-05
SERPINE1	0.001366408	0	0	0.000114561	0	9.6516E-05	0.001824175	0	0	0.000214587	0.0002714	0.000275867	0.000373338	0
SERPINE2	0.000148235	0.000330834	1.88346E-05	1.3347E-05	9.31713E-05	0.000393808	2.73829E-05	7.91487E-05	5.86005E-05	0.000394074	0.000355299	0	0.000141085	0.000131233
SERPINF1	0.003223758	0.001415646	0	5.83527E-05	0	0.000130295	0.000155499	0.001058883	0	0.000155507	0.0001954	0	0.00115628	0
SERPING1	0.00086541	0.002206916	0	0.000276583	0	0.004009774	0.000168956	8.49591E-06	0	0.000248789	0.000393242	0.000333387	0.000574581	0
SERPINH1	6.06052E-05	1.34278E-05	0	0.000285483	2.17341E-07	0	0.000129894	0	0.000112245	0.000978041	0	0.008528166	0.000163373	4.40946E-05
SERTAD1	0.000209015	0.000822385	9.06387E-06	5.61517E-05	0.000134727	0	0.002090013	0.000334759	0	0.000386553	0.000997982	0.000711366	0.000420911	0.00045636
SESN1	0.000651031	0.00130553	0	0.000695331	0.000164066	0.000567579	0	0.000574333	9.09916E-05	6.49097E-05	0.001791042	0.000218064	0.000651503	0.000211742
SESN2	0.000592742	0.000980004	0.001187569	0.000597131	0.000106501	0.000260509	0.000477703	0.000491853	1.3653E-05	0.000918533	0.000393142	0.000200126	9.74482E-05	0.000451077
SETBP1	0.000641439	8.31729E-05	4.60577E-05	0	0	7.85821E-05	0.000105932	0.000562345	7.03866E-06	6.4089E-05	0.000799693	8.28387E-05	0	3.48408E-06
SETDB2	0.000118686	0.000335943	0	0.000521811	0.00012461	6.3544E-05	8.01602E-05	0.000747181	0.00020965	6.23614E-05	0.000616157	0.000834865	0.001355754	0.000450004
SFT2D3	0.000300256	0.000179973	0	0.000103276	3.98355E-05	0.000582837	0.000168789	0.000460211	0.000198519	0.000246038	0.000340905	0.000294368	0.000233391	0.000379827
SGK1	0.000534668	0.00067409	3.83911E-05	0.000365542	0.000182145	0.000221544	0.00276055	0.000617037	4.71949E-05	0.000736556	0.002950092	0.000424072	0.000497511	7.08202E-05
SGMS2	0	0	0.000310449	0.000829767	4.25803E-05	1.46201E-05	0.00028535	0.000458504	0.000311644	9.91178E-05	0	0	0.000266716	0.002540955
SGO1	1.08387E-05	7.40857E-07	3.7114E-05	3.5025E-05	0.004654604	5.14708E-05	3.94161E-05	0.000129481	0.002090435	1.14168E-05	1.08142E-05	0	0	4.50237E-05
SGO2	0.000130304	0.000134386	2.51489E-05	0.00014649	0.006476144	0.00015597	2.27917E-05	7.23202E-05	0.000497015	8.39348E-05	0.000206822	8.02298E-05	0.000148723	0.000111438
SH2D4A	0.000853271	0.001073651	0	0.000380019	8.2958E-05	0.000217094	8.34074E-05	0.000258913	0.000264252	0.000140914	0.000341779	6.10044E-05	6.99068E-05	3.63553E-05
SH3BGRL3	0.000966639	0.000783707	0.000979701	0.001022763	7.95004E-05	0.00028033	0.000279602	0.000767886	0.000119252	0.000954162	7.64075E-05	7.43229E-05	0.001602991	0.003167061
SH3BP4	0	0.00039705	0	0.000418939	4.03132E-07	2.37632E-05	0.000266417	0.002207032	0.000140308	2.27198E-05	0.0001368	0	2.63705E-05	9.06103E-05
SH3BP5	0	0.000653167	0.001885719	0.000886136	0	0	0.000668322	0.000828728	5.24722E-05	0.001737788	0.000403362	6.11973E-05	0.000113183	0.001836943
SH3PXD2A	0.000336837	0.000513455	0	0.002138271	8.3482E-05	8.78523E-05	0	7.61474E-05	0	8.606E-05	0.000371737	0.000115704	0.001193224	7.65945E-05
SH3PXD2B	7.38021E-05	0.000662837	0	0.002678816	3.76782E-06	0	0.000266403	0.00024382	0	0.000361293	5.31883E-05	0	0.000372342	0.001144325
SHCBP1	0.000154699	9.97618E-05	0	0.000459626	0.003720303	4.30478E-05	4.45404E-05	6.18767E-05	0.00395901	1.4166E-05	6.67978E-05	6.9808E-05	0	0
SIAH2	0.000987489	0.000978306	0.000231845	0.000575662	5.77921E-05	0.000146451	0.000750885	0.000373871	4.8046E-05	7.41515E-05	0.000957929	0.000891361	0.000445905	0.000262564
SIDT1	0.000295626	0.000127789	0	3.75038E-07	0	3.66907E-06	0.000399968	0.000177056	5.76567E-05	0	0.001833815	2.42099E-05	0.000110618	2.95166E-05
SIGLEC1	0	0.000826595	0	0.001753578	0	0.006049379	0	0	0	0	0.00015416	0	0.001295081	0
SIGLEC10	0.001486622	0.002843412	0	0.001123649	1.49762E-05	0.00020818	0.000194799	0.00043666	0.000257283	0	0.001797007	0.000162884	1.5798E-05	0.000302503
SIGLEC8	0.002052046	0.000779541	0	0	1.26119E-05	0.000591993	0.000232648	0	4.35107E-05	0	0.002719477	0.000361338	0.000781024	0
SIPA1L1	0.000325812	0.000755482	0.001495285	0.001312579	7.62379E-05	0.000285216	0.000697799	0.000690093	4.59426E-05	0.001478652	0.000292919	0.000209895	0	0.001327329
SIRPB1	0.000414315	0.00020265	0.003284757	2.42206E-05	7.43119E-05	7.9448E-05	3.71826E-06	1.65811E-05	0	0.000150084	0.000263235	0.000143375	0.000362038	0.001192464
SKA1	2.95903E-05	0	0	4.9855E-05	0.003901924	0	0	2.43565E-05	0.002187085	4.92737E-06	1.31243E-05	2.2915E-05	0	1.12248E-05
SKA2	0.000413995	0.00049226	0	0.000205459	0.003034108	0.000619865	7.56476E-05	0.000363648	0.001566459	0	0.000411493	0.000176754	8.6168E-05	0.000141899
SKA3	0	0	8.74127E-05	0.000109151	0.003061886	3.68545E-05	0	4.42884E-06	0.002621442	5.43438E-06	0	0	1.36564E-06	1.39135E-05
SLAMF1	1.00207E-05	5.17574E-05	0	0	9.67244E-05	0.00018929	3.84526E-05	0.000169379	3.85628E-05	4.00522E-05	0.000119913	5.27705E-05	5.86965E-05	0.000236248
SLAMF7	0	0	0	0	0	0.000444541	0	0.005319534	3.31856E-05	0.000450778	0	4.85004E-05	0.000633293	0
SLAMF8	0.000348492	0.001783445	0	0.000700786	0	0.000591643	0.000223218	0.001710518	3.82051E-05	0	7.4059E-05	0.000197789	0.001568454	0.000646204
SLAMF9	0	0	0	3.4552E-05	0	0	0	3.63628E-05	3.28211E-05	0.002855149	0	0	4.69085E-05	0.000948845
SLC15A2	0.001860316	6.28579E-05	0	5.66895E-05	2.50225E-05	6.4405E-05	0.000118453	0	5.26556E-05	0	0.001747706	0.000295736	0	3.32192E-05
SLC16A10	1.05129E-05	0.000250108	0	0.004374912	9.17352E-05	0	0.000180086	0	0.000100051	0.0018556	0	2.27877E-06	0	0.001071886
SLC16A3	0.001462293	0.001322226	0.001480045	0.002216113	0.000296711	0	0.000773832	9.40135E-05	0.000145534	0.002875189	0.000142641	0	9.12506E-05	0.000660995
SLC16A6	0.00021609	0.000146283	0.000318689	0.000793238	0	0	0.000665768	2.28259E-05	4.96075E-05	0.000467437	3.22467E-05	0	0.001074053	0.001057866
SLC16A7	0	0.000203216	0	0.001010078	6.75617E-05	2.15373E-05	8.03666E-05	0.000222791	0.001313951	0	1.42171E-05	0.000410301	0.000191555	0.001561072
SLC16A8	0.000952414	0	0	0	0	4.44472E-05	4.27446E-07	0.000248797	1.42018E-05	5.77114E-05	3.11538E-06	3.87559E-05	3.57618E-05	1.073E-05
SLC1A2	0.000262722	3.62848E-05	0.000119681	6.09742E-05	2.74666E-06	0.000147988	0.000159686	7.31312E-05	0.000122491	0.000135902	0.000268498	4.40288E-05	0.000102067	0.000197851
SLC20A1	0.000372611	0.000489624	0.000128082	0.00110479	0.000175083	0.000107745	0.000595517	0.000762722	0.001134658	0.000360578	0.000365939	0.00155907	0.000578525	0.000826497
SLC22A23	0.000880198	0.000348896	0	0.000324767	0	0	0	0.000262363	0	0.000258997	0.001518144	0.000242748	0.000129471	0
SLC24A4	0.000482602	2.87999E-05	0.000197011	7.86698E-05	2.9681E-05	2.90706E-05	0.000215585	0.001597154	0	7.27009E-05	0.000341472	0.000257927	5.76575E-05	0.001239986
SLC25A19	0.001299351	0.000912421	0	0.000647755	5.17692E-05	2.85775E-05	0.000501705	0.000182467	0.000756132	0.002010595	0	0.000617611	0.000213601	0.000346167
SLC25A24	0.000424012	0.000819176	7.3859E-05	0.001803571	0.000655464	0.0009139	0.000221264	0.000371488	0.000450918	0.000560369	0.000150813	0.00019126	0.001628969	0.00069531
SLC26A2	0.000732075	0.00097554	0	0.001644813	0.000368159	0	0.000527993	6.95676E-05	0.000151965	0.000157658	0.000956694	0	0.000191078	0.000319437
SLC29A3	0.00096901	0.000378849	0	0.000100237	0	8.03281E-05	0.000161952	0.000171839	1.93482E-05	0.000130659	0.0012635	6.05105E-05	0.001164191	0.000118955
SLC2A1	0	0	0	0	2.52906E-05	6.96962E-06	0	0.000301573	0	0.004880637	0	0.000386539	0	9.0969E-05
SLC2A3	0.000603566	0.000708995	0.002423506	0.000612333	3.6494E-05	0	0.001127727	0.000606558	2.38253E-05	0.002962646	3.95956E-05	0.000798999	0	0.00163408
SLC2A5	0.002974542	0.001520113	0	0.000561266	0.00010541	0.000201374	0.001113658	0	0.000199091	0.002293085	0.00142856	0.000312967	0	0
SLC2A6	1.25054E-05	7.29273E-05	0	0	7.85419E-06	0.000500693	0.000144026	0.001462268	0	3.84116E-05	0	0.000203993	0.000257893	0.001490196
SLC31A1	0.001292417	0.001790245	2.39586E-05	0.001227915	0.000161611	0.00055669	0.000422881	0.000126886	0.000455321	0.001143332	0.000108712	0.000239509	0.001405477	0.000262328
SLC35E3	0.000482573	0.000390742	0.000640631	0.000132107	0.000227874	0.000364122	0.000101579	0.00022669	0.000153671	0.00086771	0.001311797	0.000300552	0.000687477	0.00069299
SLC38A1	0	0	0.000341159	0	3.35068E-05	0	4.92939E-05	0.004223965	7.80519E-05	0	0.000235015	2.3418E-05	1.41912E-06	5.48934E-05
SLC38A4	0.000984278	6.84804E-05	7.25294E-06	0.000402152	0	0	0	0	0	0.000113932	0.000119331	0.000256077	0.000195989	0
SLC38A5	2.59896E-05	0	0	0.000291582	0.000198824	0.001706393	1.40094E-06	6.39118E-05	0.00045375	0.000412285	1.12876E-05	0.00022704	0.000308189	4.98373E-05
SLC38A6	0	0.000416353	0	0.00130929	0.0003251	0.00015739	0.000148566	0	0.000239287	0	0	3.66801E-05	0.002587149	0.00011327
SLC39A8	0	0	0	0.002702501	0	0	0	1.66145E-05	0.000787689	6.31995E-05	0	5.34155E-05	0.000128723	0.001323062
SLC40A1	0	0.001671711	0.000526738	0.000590311	0	0.000120934	0	4.29553E-05	0	0	0.000563553	0	0.001737373	0
