	NPC-like	AC-like	MES2	MES1	OPC-like
KLB	0.000665445	-6.30E-05	3.45E-05	-5.78E-06	-0.000202976
KLF10	0.000139772	0.000218182	0.000284624	0.002063067	-0.000530756
KLF2	0.001166773	0.000186773	0.000923014	0.000405623	0.000133276
KLF4	0.000210299	0.000315302	0.000335618	0.000908054	-0.00072672
KLF5	-8.63E-05	6.41E-05	0.000848344	5.31E-05	-0.000357695
KLF6	0.000582955	0.000449825	0.000975138	0.001927472	-0.000764335
KLHDC8A	0.000485159	-0.000436958	-0.000626039	7.70E-05	-0.000676178
KLHL13	0.002126637	-0.000129831	-0.000305106	0.000420522	-3.42E-05
KLHL14	9.25E-05	-0.000322256	-0.000182353	0.000901864	-0.000110974
KLHL35	0.001002826	-0.000165611	-0.000116932	-3.85E-05	0.000135142
KLHL4	-0.000265437	-0.000616579	-0.00033719	-3.35E-05	-0.000675269
KLRB1	0.000274615	-4.15E-05	-2.31E-06	0.000209346	-8.70E-05
KLRC2	0.004249591	-0.000412365	-0.000556844	-9.24E-05	0.001333448
KLRC3	0.003050341	-0.00037462	-0.000431183	-7.55E-05	0.001367544
KLRC4	0.003400195	-0.000277016	-0.000316593	-4.77E-05	-0.000109182
KRT16	-5.13E-05	0.000108028	0.000445354	-4.93E-05	-9.71E-05
KRT17	-1.61E-05	5.23E-06	0.000567504	-2.11E-05	-5.54E-05
KRT19	3.94E-05	-5.87E-05	0.000119747	4.72E-05	-4.28E-05
KRT5	-1.10E-06	-1.99E-05	-2.88E-05	-2.18E-05	0.000139657
KRT6B	-3.46E-05	0.000358382	7.94E-05	-4.83E-05	-7.36E-05
KRT75	-0.000104779	0.000403639	0.00076066	-4.48E-05	-0.000164143
KRT86	5.15E-05	4.73E-05	0.000138948	-1.37E-05	-7.29E-05
KRTAP2-3	-2.67E-05	-3.60E-05	0.000358821	-4.84E-05	1.55E-05
KRTAP5-AS1	0.000581886	-5.06E-05	-5.92E-05	7.41E-06	-0.000197677
L1CAM	0.001345053	-0.000411097	0.000824041	-0.000112555	0.000800448
LAMA2	-0.000339013	-0.000742064	-0.000703708	0.002697803	-0.000599333
LAMA4	-0.000144941	0.001083477	-0.000332818	0.000432378	-0.00060005
LAMB1	-0.000353661	-0.000529037	0.000422322	0.002507266	-0.000778678
LAMC1	-0.000485319	-0.000645245	5.64E-05	0.001840139	-0.000867502
LAMP1	6.42E-05	0.000385357	-6.82E-05	0.001710155	-0.0003393
LAMP5	0.000249692	0.000236242	9.96E-05	-7.36E-05	3.56E-06
LAYN	-9.27E-05	1.51E-05	-7.94E-05	0.000184653	5.99E-05
LBH	0.001720972	-0.000423718	0.000423366	0.000206662	-0.000144942
LBP	-3.36E-05	0.000384135	-1.03E-05	-4.70E-05	-4.35E-05
LCN2	-6.10E-05	0.000154059	0.000522227	7.16E-06	7.36E-06
LCN6	-2.46E-05	-5.15E-05	-0.000218862	0.000351067	-8.46E-05
LCP1	7.15E-05	-3.31E-05	0.000294481	0.000507566	-0.000194108
LDLR	-0.000604239	0.001351799	0.00021163	0.000665146	0.000398736
LEFTY2	-5.24E-05	0.000244212	2.78E-06	0.000121568	-9.26E-05
LGALS1	-0.000633827	0.000399678	0.002830739	0.000648314	-0.001094208
LGALS3	-0.000680719	-0.000451154	0.003701488	0.00163481	-0.001187252
LGI2	0.000281205	-0.000220771	-0.000373705	0.000666866	-0.00039965
LGR6	-0.000332225	-0.000178166	-0.000491931	-0.000131821	-0.000408102
LHFPL3	0.002179531	-0.000604659	-0.00079176	0.000233522	0.002655736
LHX6	0.001033424	-0.00011888	9.80E-05	-5.50E-05	-0.000460336
LHX9	-6.97E-05	0.000529225	0.001104124	-0.000312346	-7.53E-05
LIF	-0.000217293	-0.000407565	0.000884994	0.002372479	-0.000373565
LINC00303	-2.24E-05	-6.25E-05	3.75E-05	0.000103289	-3.15E-05
LINC00460	-4.06E-05	-6.70E-05	0.000277422	0.000146847	-6.68E-05
LINC00462	2.85E-05	-5.63E-05	0.00015415	-2.10E-05	-3.92E-05
LINC00514	3.61E-05	1.92E-05	1.58E-06	-2.45E-05	-1.59E-05
LINC00520	-2.91E-05	-5.59E-05	0.000479807	-4.85E-05	3.72E-05
LINC00632	0.000705174	-0.000291579	-0.000645542	-0.000192084	0.005134879
LINC00645	-3.52E-05	6.77E-05	0.001435586	-0.000236182	0.00056629
LINC00668	-1.20E-05	3.73E-05	-1.98E-05	5.55E-06	-3.18E-05
LINC00689	-0.000601339	-0.000198051	-0.000163886	-6.66E-05	0.002554565
LINC00968	-7.33E-05	3.11E-05	1.93E-05	0.000664859	-0.000142618
LINC01094	-9.80E-05	0.002844757	-0.000445257	-0.00027947	-0.000357566
LINC01258	6.15E-05	-4.45E-06	-3.59E-05	5.00E-05	-2.75E-05
LINC01555	-9.66E-06	-5.53E-06	-2.08E-05	-4.00E-06	-1.10E-05
LINC01602	-0.000516163	-0.000158179	-0.000129745	-4.39E-05	0.001932298
LINC01728	-8.49E-05	-1.53E-05	-9.47E-06	-2.35E-06	0.000259341
LINC01793	7.60E-05	-1.22E-05	-1.79E-05	-5.65E-06	-1.93E-05
LINC01883	9.85E-06	1.33E-05	-9.38E-07	-8.70E-06	-1.14E-06
LINC01912	-6.08E-06	-1.73E-05	-1.65E-05	-7.34E-06	2.66E-05
LINC01945	2.21E-05	7.28E-05	2.63E-05	-1.81E-05	-5.22E-06
LINC02154	-5.20E-05	8.51E-07	0.000558122	-0.000100968	-8.62E-05
LINC02218	-1.99E-05	-2.55E-05	0.000208613	-3.47E-05	4.84E-06
LINC02233	3.86E-05	-1.24E-05	-8.35E-06	-4.61E-06	-3.00E-05
LINC02285	-1.51E-06	-0.000117287	-9.33E-05	0.00025983	-3.19E-05
LINC02432	-5.04E-05	1.94E-05	-3.63E-05	0.000137722	4.80E-05
LINC02487	0.000468224	-1.93E-05	-3.34E-05	-2.16E-05	-0.000194704
LINC02558	-2.69E-05	-4.58E-05	9.13E-05	4.38E-05	3.49E-06
LINC02564	0.000393991	-2.39E-05	-3.23E-05	-3.10E-06	-8.62E-05
LINC02575	8.32E-06	-2.46E-05	-2.99E-05	1.87E-06	-2.30E-05
LINC02577	-2.45E-05	0.000114304	0.000563893	-5.40E-05	-7.79E-05
LINC02605	-0.000114233	6.22E-05	0.000420003	0.000638467	-0.0001758
LINC02703	-1.36E-05	6.59E-05	2.52E-05	2.71E-05	-2.27E-05
LINC02808	0.000178509	-1.39E-05	1.46E-05	-1.82E-05	-6.21E-05
LIPG	-0.000145317	0.000681668	0.002292566	-0.000168394	-0.000339029
LIX1	-0.000200109	0.002632452	-0.000780783	-0.000158376	-0.00039061
LMCD1	-9.24E-05	4.25E-05	-0.000190851	0.001181002	-0.000342514
LMO3	0.00080549	-0.000207806	-0.000602593	0.000193948	-0.000387769
LMOD1	-7.45E-05	0.002153304	-4.00E-05	-0.000160512	-0.000277623
LONRF2	0.000739532	-0.000643051	-0.000554646	0.000733307	-0.000244294
LOX	-0.000294057	-0.000336843	0.00470986	-0.000331644	-0.000410767
LOXL2	-0.000262349	-0.000486515	0.002498583	0.000437331	-0.000465946
LPAR1	-0.000389467	0.00116588	-0.0002776	0.001154918	-0.000641963
LPAR3	1.56E-05	3.56E-05	0.000280199	-3.20E-05	2.29E-06
LPL	-0.000485875	-0.000194326	-0.000263086	0.001772016	-0.000496254
LRATD1	0.000290089	-0.000455174	0.000212133	0.000317828	-0.000439533
LRATD2	-0.000710133	-0.000373207	-0.000503857	-6.68E-05	0.003929347
LRIG1	-0.000929358	0.002141763	-0.001000027	0.002110929	0.001462985
LRP2	5.94E-05	-6.34E-05	0.000977821	-0.000135751	-0.000120948
LRP4	-0.000515572	-0.000253004	-0.000205797	-0.000127231	0.003972211
LRRC15	-9.57E-05	8.99E-05	0.000573307	-0.000101416	-0.00014606
LRRC2	-0.000256759	0.003609661	-0.000536805	-0.000273642	-0.000543049
LRRC55	-2.38E-05	0.002859998	-0.00024397	-7.27E-05	-0.000433291
LRRC7	0.001991823	-0.00010091	-0.000199969	-3.52E-05	-9.95E-05
LRRCC1	6.84E-05	0.001043098	0.000306895	0.000217046	-7.01E-05
LRRK2	0.002047451	8.78E-06	-0.000367288	-5.01E-05	0.000252548
LRRN1	0.000465667	-0.000527965	-0.000873414	0.000277037	0.004208336
LRRN2	-0.000251721	-0.000579772	-0.00097286	0.000645907	-0.000456117
LRRN3	0.000458878	0.000362903	-0.001082241	0.001557104	-0.000147876
LTB	0.000176913	-3.35E-05	-2.61E-05	0.000247517	-6.07E-05
LTBP1	-0.000309581	-0.000508492	0.000707207	0.002059662	-0.000624208
LTBP2	-0.000198437	2.57E-05	-0.000547602	0.000835965	-0.000371391
LTF	-0.000381292	0.004220999	-0.000448183	3.12E-05	-0.000717899
LUCAT1	-0.00016518	-0.0001775	0.002064615	3.60E-05	-0.000323877
LUM	-4.11E-05	2.44E-05	0.000136929	6.60E-05	-6.71E-05
LUZP2	0.001995983	0.000419467	-0.000605017	-0.000180602	0.002383255
LY75	-0.000220976	-0.000292806	-0.000581813	0.000173189	-0.000385634
LYPD1	-0.000445558	0.000236403	-0.000716445	0.000916239	-0.000748368
LYZ	9.85E-05	-1.64E-05	5.75E-05	0.000181833	-0.000131032
LZTS1	-0.000244682	-0.000560387	-0.000821499	0.002545171	-0.000737677
MAFB	0.000148351	0.000868801	0.0003841	-0.000210092	0.000309791
MAFF	7.42E-05	0.000467342	0.000299211	0.000655694	-0.000300783
MAGEA1	-1.12E-05	-2.04E-05	0.000167841	3.38E-05	9.38E-06
MAGEB6	-2.43E-05	-7.31E-05	0.000521555	-2.90E-05	-9.34E-07
MAGEC2	3.60E-05	0.000103102	2.59E-05	-1.54E-05	0.000196208
MAN1A1	-9.06E-05	0.000205867	0.000848371	0.000300677	-0.000297727
MAN1C1	-0.000562785	0.003080972	-0.000770813	0.000670146	-0.000965359
MAN2A1	-0.000242989	-0.000129399	-0.000221451	0.000398531	-0.000607431
MAOB	-0.00043175	0.004820494	-0.000715128	-0.000322804	-0.000840563
MAP1B	0.000342883	0.000501677	-0.000290928	0.002859132	-0.000800603
MAP2	0.004018104	-0.000658057	-0.000918817	-9.14E-05	0.003078721
MAP3K1	0.001781181	-0.000534618	-0.000360767	-0.00016642	0.00017992
MAP3K19	-4.32E-05	0.000692729	-0.000149722	-0.000101403	-0.000126063
MAP3K20-AS1	0.000526319	-4.73E-05	2.58E-05	-3.61E-05	-0.000213705
MAP3K5	-0.000257375	0.001037336	-0.000473658	0.001376844	-0.000103867
MAPK4	-0.000342316	0.002528329	0.000376469	0.00051365	-0.000543293
MARCKS	0.003241766	-3.81E-06	-8.64E-05	3.60E-05	0.004135573
MASP1	0.001986884	0.002068938	-0.000862387	-0.000543186	-5.74E-05
MBP	0.000842081	0.00039131	-0.000377785	2.49E-05	0.000255175
MCAM	0.000275194	0.000284759	-0.00015171	0.001314885	-0.00021117
MCC	-0.000448807	-0.000146877	9.07E-05	0.001573806	-0.000877415
MCEMP1	-1.65E-05	4.14E-05	-1.24E-05	4.71E-05	-1.56E-05
MCF2L	0.000891559	-0.000372612	-0.000280619	-2.24E-05	0.000763039
MCHR1	-0.00025751	-8.00E-05	0.000256452	0.001612319	-0.000456039
MCM10	-2.15E-06	-0.000231313	-8.00E-05	-7.16E-05	0.00024985
MCM4	0.000106043	-0.000271045	-7.60E-05	0.000160259	0.000243201
MCRS1	0.000374285	2.62E-05	-5.54E-05	0.000229489	0.000281511
MDK	-0.000268927	-0.000439386	-0.000204809	0.002530234	-0.000520415
MDM2	1.07E-05	-0.000316883	0.000699417	0.001191489	-0.00020772
MDM4	-0.000237792	-0.000780035	-0.000490398	0.000119361	-0.000681503
MEDAG	-0.000136523	-0.000510474	0.000700639	0.00127453	-0.000225961
MEG3	0.000962797	-0.000331221	0.000124954	0.00041236	-0.00056238
MEG8	8.68E-05	-0.000240219	-3.50E-05	0.000730944	-0.000445893
MEGF11	0.000129579	-0.000588654	-0.000458161	-2.64E-05	0.004155777
MEIS2	0.000873468	-0.00066711	-0.000315533	0.001542548	0.000193091
MEST	-0.000334652	-0.000352059	-0.000182529	0.000429836	-0.000593777
MET	-0.000286935	-0.000650446	0.001544678	0.000549074	-0.000526109
METTL1	7.06E-05	-0.00031575	-4.82E-05	0.000127497	-0.00032638
METTL7A	-0.000827192	0.001318163	-0.001586754	0.001370862	-4.40E-05
METTL7B	-0.000498521	-0.0007449	-0.000848902	0.001013095	-0.000794463
MEX3A	0.003346196	-0.000534748	-0.000167396	-5.13E-05	0.001012625
MFAP4	-0.000153401	0.000452721	-0.000504581	8.91E-05	-0.000377113
MFAP5	-2.69E-05	8.69E-07	6.58E-05	-0.000122758	-6.39E-05
MFSD2A	-8.21E-05	0.000475913	0.001057584	0.000895456	-0.00027701
MGAT4C	0.000103814	0.001361373	-0.000324541	-0.000205618	-9.20E-05
MGLL	-0.000412458	0.000980805	-2.54E-05	0.000206313	-0.000397158
MGP	-0.00021112	0.000239661	0.000176838	0.000544497	-0.000347554
MGST1	-0.000438631	0.002699386	0.000405387	-9.67E-05	-0.00077734
MIA	2.22E-05	3.56E-05	-3.74E-05	-8.22E-05	-2.24E-05
MIAT	0.002110898	-0.000245089	-0.000414174	-0.000234933	-0.000224643
MICALL2	-0.000341621	0.000228922	-0.000511676	0.001404749	-0.000655458
MIR217HG	0.000332766	-4.57E-05	5.71E-05	7.87E-07	-6.17E-05
MIR7-3HG	0.001175795	-0.000109507	-7.49E-05	-3.98E-05	-0.000230754
MIR9-3HG	0.000754512	-0.000263915	-0.000462213	-0.000144666	0.003216083
MITF	-0.000144347	-0.000160237	-0.000376338	0.000228068	-0.000301852
MKI67	-0.000254159	-0.000203521	-6.69E-05	-8.61E-05	0.00056145
MLPH	-5.91E-05	-1.98E-05	0.000353612	5.81E-06	-9.00E-05
MME	-8.55E-05	0.000200062	0.000992447	-0.000187635	-1.26E-05
MMP1	-2.87E-05	-7.54E-05	0.000404359	1.47E-05	-5.29E-05
MMP10	-4.45E-05	-0.000142553	0.000567805	0.000348436	-8.94E-05
MMP14	-0.000331007	0.000618321	0.000865674	0.00199871	-0.000843774
MMP16	0.002389749	-0.000728035	-0.000806097	0.000308508	0.002864779
MMP19	-0.000251009	-0.000180508	0.000392299	0.002550145	-0.000440477
MMP2	6.93E-05	-0.000668708	-0.000185907	0.001117413	-0.000179477
MMP28	-4.79E-05	0.001186321	-5.45E-06	-0.000176549	1.62E-06
MMP3	-1.29E-05	-0.000104018	0.000115954	0.000195732	-3.27E-05
MMP7	-0.000129356	-0.000125604	0.00091795	0.001162978	-0.000196631
MMP9	-3.87E-05	-0.000103449	0.000722481	0.000117685	-8.15E-05
MMRN1	-2.45E-05	0.00015248	5.56E-05	-4.09E-05	-7.60E-05
MMRN2	-5.23E-05	0.000155267	3.86E-05	-3.16E-05	-4.97E-05
MOBP	0.000197951	0.000286919	-0.000158961	-8.63E-05	6.35E-05
MOXD1	-0.000314723	-0.000835254	-0.000680612	0.001714825	-0.000622932
MREG	-0.000340819	0.000165917	1.20E-05	0.000572572	-0.000637906
MRGPRX3	2.88E-05	-0.0001056	0.000545271	-6.36E-05	-6.61E-05
MS4A1	0.000230012	-2.11E-05	-2.41E-05	3.55E-05	-2.63E-05
MSLN	6.61E-05	-2.72E-05	0.000104149	2.13E-05	-5.06E-05
MSMO1	-0.000678258	8.38E-05	2.82E-05	0.000421368	0.002361844
MSMP	-3.29E-05	-3.26E-05	-5.77E-05	-5.16E-05	-6.99E-05
MSTN	-0.000468533	0.000223733	-0.000203684	-0.000109733	0.001857302
MSX2	0.000183667	0.000417668	-0.000106993	-4.60E-05	-1.62E-06
MT1E	-0.000391073	-0.000231679	0.001396459	0.001688671	-0.000633947
MT1G	-8.72E-05	-4.59E-05	0.000656212	0.000395473	-0.000133756
MT1M	-0.000317673	0.000108462	0.001029008	0.000592903	-0.00044345
MT1X	-0.000422325	-0.000370638	0.002730721	0.00151266	-0.000637612
MT2A	-0.000513263	-0.000859992	0.001934192	0.002500796	-0.000835088
MT3	-0.000702098	-0.000484702	0.001469	0.001125214	-0.000956601
MTHFD2	0.000314384	0.000711626	0.0008598	-0.000181502	0.001243974
MTRNR2L1	0.000370101	-0.000318116	-2.20E-05	0.002023782	0.001256158
MTSS1	0.002735947	-0.000772755	-0.000599529	-0.000171899	0.002396268
MX1	-0.000121169	0.001011874	-0.00031258	-0.000201412	-0.000375851
MX2	-6.54E-05	0.000448104	-0.000124684	0.000111892	4.72E-06
MXRA5	-0.000191367	-0.000468656	-0.000854205	0.002340734	-0.000375028
MYBPH	-0.000134778	8.06E-05	0.000181693	0.00101201	-0.000287258
MYC	-0.000604285	0.000318884	0.000752006	0.00130591	0.001058139
MYCN	0.003531748	-0.000339129	-0.000366597	-6.25E-05	-0.000159387
MYCNOS	0.00348717	-0.00020365	-0.000235077	-5.70E-05	-0.000606891
MYH11	-6.35E-05	0.000858589	1.18E-05	-0.00011933	-0.000123352
MYH9	-0.00052671	0.000959426	0.000425524	0.002180119	-0.000959059
MYL9	-0.000352125	0.001679487	0.000354956	0.001238444	-0.000604168
MYLK	-0.00017892	0.001474948	0.000408397	-0.000178695	-0.000397541
MYO1B	-0.000226554	-0.000849102	0.000876307	0.000518574	-0.000505253
MYOC	-3.06E-05	3.86E-05	-2.69E-05	-2.85E-05	-2.83E-05
MYT1	0.000396618	-0.000577274	-0.000484225	-0.000110549	0.003487959
MYT1L	0.001458447	-0.00016597	-0.000159805	-5.20E-05	-0.000352909
NACC2	-0.00044195	0.000972554	-0.000945552	0.00182166	-0.000379838
NAMPT	-0.000487406	0.000687405	0.001176541	0.003115179	-0.000898806
NBAS	0.00048583	-4.52E-05	0.000199366	0.00024345	-0.000147194
NBL1	0.000281022	-9.42E-05	9.98E-05	-0.000194544	-0.000255344
NCAM2	0.001314729	0.001587596	-0.000339117	-8.16E-05	0.001612666
NCAN	0.001843078	0.000439561	-0.001020574	-0.000497004	0.000962731
NCAPD2	0.003119083	0.0001945	-0.000196885	-6.63E-05	-0.000226614
NCEH1	-0.000231773	-0.000152983	0.000174459	0.001098884	-0.000456564
NCMAP	-6.53E-05	-0.000110098	-0.000179901	-6.14E-05	-0.000108865
NDRG1	-0.000407836	-0.000375765	0.004586782	-0.000435016	-0.000807675
NDRG2	0.00034097	0.001155722	-0.000984674	-0.0002973	0.003215798
NDST3	0.000344092	0.00013262	-0.000156494	-6.90E-05	0.000161717
NDUFA4L2	-2.68E-05	-0.000357101	0.001664641	0.000310514	-0.000200459
NDUFA9	0.004323544	-3.84E-05	-1.00E-04	-0.000145887	-0.000366544
NEAT1	-0.000199857	0.000279333	0.000478214	0.000542304	-0.000623554
NEB	0.000449782	0.000161749	-0.000211282	0.000613516	-0.000226029
NEBL	-0.000230856	0.001756311	0.000366766	-0.000450825	-0.000207643
NECTIN3	-5.28E-05	-0.00018775	-5.40E-05	-0.000138781	0.000225675
NEDD9	-0.000642266	0.000268349	0.000228488	0.001630464	-0.000748163
NEFL	0.000446237	-0.000280229	-0.000339717	-0.000250332	-0.000486516
NEFM	0.000425003	-4.20E-05	1.07E-06	-3.51E-05	-0.000177259
NEGR1	0.003389988	5.89E-05	-0.000244997	-0.00015511	0.000454405
NELL1	-1.18E-06	-0.00013337	1.59E-06	-6.21E-05	0.000149356
NELL2	0.000279118	6.45E-05	-0.000396007	-0.000251954	-1.22E-05
NETO1	0.003640688	-0.000421128	-0.000289085	-3.18E-05	0.000548439
NETO2	0.001667536	-0.000434799	-0.000291326	0.000375553	-0.000733907
NEU4	-0.000322797	-0.000338459	-0.000434589	-0.000115541	0.004234479
NEURL3	-7.42E-05	0.000738068	0.000663216	-0.000134099	-0.000203642
NEUROG2	0.00034558	-5.58E-05	1.87E-05	3.47E-05	-6.15E-05
NFASC	-0.000163243	-9.03E-05	-0.000257008	0.001751733	-0.000500682
NFATC2	-0.000181216	0.000605008	-2.11E-05	-1.14E-05	-0.000326753
NFKBIA	-0.000478832	0.001105899	0.001340068	0.002139217	-0.000333079
NFKBIZ	-0.000377486	-0.000188531	0.001070237	0.002366988	-0.00070496
NGFR	5.62E-05	5.97E-05	0.000327588	-8.80E-05	-0.00029776
NHLH1	0.000737386	-4.98E-05	-8.26E-05	7.98E-06	-0.000337921
NHS	-8.35E-05	8.99E-05	-0.00036711	0.001449279	-0.000404855
NIBAN1	-0.000296149	0.001164162	0.001095215	0.000390675	-0.000745592
NID1	-0.000323883	-3.84E-05	3.74E-05	0.000623363	1.21E-05
NKAIN3-IT1	0.001059416	0.001059463	-0.000641728	0.000317304	-0.000131232
NKAIN4	0.002476992	0.000601361	-0.000743986	-0.000249475	0.002273966
NKD1	0.000957525	-0.00046926	-0.000500844	1.65E-06	0.002945797
NKX2-1	0.001349119	-9.11E-05	-5.39E-05	-5.42E-05	-0.000591573
NKX6-2	0.00030227	6.56E-05	5.57E-05	-3.75E-05	0.000214488
NLRC4	-1.35E-05	-3.50E-06	8.20E-05	3.25E-05	2.51E-05
NMB	-0.000247679	0.001764493	9.62E-05	0.000126088	-0.000538238
NMNAT2	0.002880871	0.000107231	-0.000254494	-0.000154356	0.000916465
NMUR2	4.00E-05	0.000292138	-6.76E-05	-4.12E-05	-1.95E-05
NNAT	0.000436971	8.31E-05	-0.0001264	8.00E-06	0.000443548
NNMT	-0.000362431	0.001132598	0.00104283	0.000814735	-0.000698243
NOS2	-7.74E-05	-0.000443248	-1.35E-06	-9.50E-05	-0.000242797
NPAS4	0.002415673	-0.000207953	-0.000118864	-4.13E-05	-0.000315406
NPB	0.000121479	0.000150555	-3.68E-05	-6.58E-05	3.28E-05
NPNT	-0.000349727	-0.000184694	0.000848723	0.000181994	-0.000524934
NPPA	0.001510066	-0.000409546	-0.000396948	-0.000120583	0.000488851
NPPB	-4.35E-06	-5.45E-05	0.000436777	-2.13E-05	-3.58E-05
NPTX1	-0.00013015	-0.000482471	0.001501841	-0.000270206	-0.000186728
NPTX2	-0.000173359	-0.000524214	0.000178081	0.000517277	-0.00035634
NPW	0.000152698	-5.79E-05	0.000304435	-4.13E-05	0.000110351
NPY	-1.06E-05	-0.000111837	-3.20E-05	0.00031489	-5.28E-05
NPY1R	2.69E-05	-0.000298141	-0.000451376	7.86E-05	-0.000227715
NPY2R	-0.000142686	-0.000289169	-0.000681196	0.001925139	-0.000286741
NQO1	-0.000270446	0.000658896	0.000510366	-5.20E-05	-0.000410596
NR2F2	0.000868163	-0.000266419	-0.000455345	-0.000350806	-0.000296479
NR4A1	-2.95E-05	0.001181487	0.000164896	8.89E-05	9.65E-05
NRCAM	0.000197896	-0.000236507	-0.000290209	0.002582456	-0.000228521
NRG1	0.000351852	-0.000187658	4.15E-06	0.00127172	-0.000195432
NRIP1	0.0002483	-0.000355833	0.000622948	0.002110296	-0.000159971
NRN1	5.83E-05	-0.000423157	0.003905078	-0.000163645	-0.000789552
NRP1	-8.31E-05	-0.000317217	0.00120064	0.000804335	-0.000839463
NRP2	-0.000404744	0.000105144	0.000645775	0.000927717	-0.000622393
NRXN1	0.003436995	-0.000427442	-0.000845075	-0.000265629	0.002623872
NRXN3	0.000689994	-0.000556947	-0.000384995	0.001389745	-0.000373679
NSG1	0.002625521	0.000622525	-0.000391515	-0.000237894	-0.000774802
NSG2	0.004354092	-0.000567605	-0.000542993	-0.000116464	0.001250425
NT5DC3	0.000225389	0.000572316	-3.28E-05	-3.82E-05	-0.00047814
NT5E	-0.000378797	-0.000764188	0.001794827	0.000315482	9.24E-05
NTNG1	0.000513836	0.000851929	-0.000107672	0.000273496	-0.000386414
NTRK2	0.000106792	0.004248663	9.59E-05	-0.000709667	-0.000145026
NTS	-2.34E-05	0.00032132	-5.22E-05	-5.33E-05	-4.46E-05
NTSR2	-7.04E-05	0.001150155	-0.000253875	-9.29E-05	-5.16E-05
NUDT4	5.59E-05	0.002045747	0.000611043	0.000161748	-0.00029657
NUPR1	-0.000432173	0.001677414	0.002178526	-0.000240376	-0.000554741
NXPH1	0.002051933	-0.000457666	-0.000536973	-0.000136572	0.002722948
NXPH2	0.000788315	-1.00E-05	-8.72E-05	-2.07E-05	-0.00021758
OAF	-0.000235258	-0.000378796	0.000547809	0.001575607	-0.000318134
OAS1	-0.000242277	0.000503022	-0.000591942	6.45E-05	-0.000483429
OAS2	-0.000300603	0.000464673	-0.00051295	-0.000205391	-0.000452198
OASL	-0.000118283	0.000564002	-0.000202768	-9.00E-05	-0.00020643
OBI1-AS1	0.000113272	0.000984478	-0.000247847	-0.000103153	9.66E-05
OBP2A	8.94E-05	-7.97E-05	-6.87E-05	-4.18E-05	-0.000110823
OCIAD2	-0.000354161	0.000832243	-0.000220925	0.000593739	-0.000989087
OGFRL1	-7.79E-05	0.002379049	5.41E-05	0.001009305	0.000287859
OGN	-3.34E-05	0.000203858	-8.67E-05	0.000127545	-1.47E-05
OLFM1	0.000255405	-0.000515132	0.001609741	2.30E-05	-0.000260946
OLFML3	-0.000241287	-0.000221968	-0.000497756	-7.55E-05	-0.00040197
OLIG1	0.001386158	-0.000813932	-0.000841878	-0.000236448	0.005140836
OLIG2	0.002164183	-0.000789436	-0.000769945	-0.000205899	0.004581771
OMG	0.000197468	7.71E-05	-0.000731395	0.000110712	0.003929982
ONECUT2	0.001452678	-0.000266316	-0.000246124	0.000255173	0.000251426
OPCML	0.003833673	-0.000406752	-0.000321963	-2.81E-05	0.000799445
OPHN1	4.05E-05	0.00090567	-0.000595851	-0.000147505	0.002817011
OPRK1	-0.000126923	-0.000416192	-0.000259039	0.000805966	-0.00023853
OPTN	0.00019265	0.001537972	0.001500869	0.000142701	-0.000476995
OR2A1	7.20E-05	-2.04E-05	-2.25E-05	-6.41E-06	-1.34E-06
OR56B4	-1.46E-05	1.10E-05	-1.13E-05	-1.27E-05	-1.82E-05
ORM1	-5.29E-06	0.000117099	0.000167743	3.67E-05	-4.77E-05
OS9	2.90E-05	-0.000518546	-0.000366436	0.000101579	-0.000261873
OSBPL3	-0.000473977	-6.59E-05	-0.000333259	0.001950402	-0.000842193
OSMR	-0.000518873	-1.46E-05	0.001133087	0.002162453	-0.000951454
OSR1	-7.12E-05	0.000142838	0.000262073	0.000149764	-7.30E-05
OSR2	-9.21E-05	-4.13E-05	0.000507981	0.000361859	-0.00041783
OTOR	6.76E-05	-0.00018247	-0.000192252	-8.66E-05	-0.000155201
OTOS	-4.09E-05	0.000346637	1.96E-05	-3.82E-05	-4.65E-05
OTX2-AS1	-3.12E-05	0.00017789	0.000229144	-3.29E-05	-4.00E-05
OXTR	-0.000299643	0.000125014	-0.000277395	0.000605275	-0.000461283
P2RX7	0.001344253	-0.000269937	-0.000388591	1.02E-06	0.002487101
P2RY1	-0.000690867	0.000502897	-0.000312956	8.71E-05	-0.000266531
P4HA2	-0.00035951	-0.000427686	0.002295723	0.000528504	-0.000630474
PADI1	-2.90E-05	-3.71E-06	0.000187005	-8.84E-06	4.69E-06
PADI2	-3.89E-05	-0.000309637	0.003076506	-0.000340554	-0.000300087
PAK3	0.002246056	-0.000512612	-0.000517732	2.16E-05	0.001746568
PAK5	0.002736322	-0.000307506	-0.000295489	-7.21E-05	0.000473836
PALLD	0.000124537	0.001990146	0.001024058	0.001240104	-0.000102257
PALM2-AKAP2	-0.000416188	-0.000322022	0.00013728	0.002376108	-0.000851816
PALMD	-0.000185365	0.002363899	0.000144625	-0.000193588	-0.000486645
PAMR1	-0.000327075	0.001565486	-0.000736341	-0.000117758	-0.000560456
PAPPA	-7.14E-05	-0.000283559	0.000617452	0.000862135	-0.000128939
PAPPA2	-4.68E-05	0.000358098	0.000358843	0.000101108	-0.000233789
PARD6G-AS1	-1.00E-06	1.40E-05	0.000367444	-0.000127515	0.000229182
PAWR	0.000240342	0.000356077	0.00184136	-0.00026045	6.57E-05
