	T-cell	Cancer-1	Cancer-2	Myeloid-1	Cancer-3	Cancer-4	Oligo	Cancer-5	Myeloid-2	Myeloid-3	Myeloid-4	Cancer-6	Giant Cell Cancer	Cycling	Vasculature-2	Other Immune-1	Vasculature-2	Other Immune-2
LILRA6	-0.00017682	-0.000140007	-0.00014319	-0.000130372	-0.000130834	-0.000100267	-0.000108413	-0.000136292	0.000960744	-0.000160013	0.001324422	-0.000112832	-7.34E-05	-8.35E-05	-7.60E-05	-0.0002039	-7.93E-05	-0.000211668
TFEC	-0.000289956	-0.000307807	-0.000313234	0.001591612	-0.000425037	-0.000222395	-0.000227319	-0.000260533	0.001650613	-0.000700143	-0.000191015	-0.000275062	-6.90E-05	-5.67E-05	-0.000221463	-0.000159172	-0.000178721	-0.00018381
SAMD9	0.000544422	7.64E-05	-0.000475082	0.000317786	-0.000698685	0.000195621	-0.000217205	0.000242505	0.000184818	-0.000862066	0.000315393	-0.000438896	0.000845849	0.000345203	-0.000360926	-0.000342073	6.43E-05	4.01E-05
SIGLEC5	-0.000131419	-0.0001305	-0.000133657	0.000175877	-0.000145614	-0.000100444	-9.28E-05	-8.76E-05	0.000122189	-0.000100053	0.001589263	-0.000117145	-8.93E-05	3.94E-05	-7.86E-05	-0.000167659	-7.12E-06	-6.42E-05
TRIM22	0.000656609	6.68E-08	-0.000653023	0.000721714	-0.000989593	0.00051438	-0.000417978	-4.15E-05	0.000289759	-0.000271949	0.000336309	-0.00043724	-4.29E-05	-0.000564999	-0.000100695	-0.000272151	0.000119815	-0.000420199
ACKR1	-9.91E-05	-0.000167083	-7.11E-05	-0.000131582	-0.000102552	-7.04E-06	-7.43E-05	0.000288693	-8.37E-05	0.000128983	-7.39E-05	0.000900542	-6.65E-05	-1.40E-05	-0.000181132	-8.86E-05	0.001286634	-2.62E-05
RPS6KA5	2.48E-05	-0.000355512	0.000314061	1.84E-06	-0.000317839	-0.000267087	0.00092873	-0.000174545	-9.54E-05	-0.000265834	0.000313366	0.000522088	-0.000287035	0.000245231	-7.57E-05	-0.000113916	3.88E-05	0.000583769
AL359220.1	0.000278136	-7.18E-05	-6.71E-05	1.23E-05	-0.000119242	-5.25E-05	-5.08E-05	-5.28E-05	-1.02E-05	-0.000200558	-3.24E-05	-5.66E-05	-7.44E-05	-2.20E-05	-9.42E-05	-0.000128499	0.000677546	-9.55E-05
TENM2	-0.000217652	-0.000538198	-0.000350349	-0.000214737	-0.000161031	0.000873816	-0.000173889	-0.000315308	-0.000193365	8.08E-05	-0.000148917	0.002648458	0.001317413	0.000540561	-0.000290372	-0.000193937	-0.000136834	-0.000116367
TTC39C	0.000793454	-0.000244995	-3.46E-05	-0.000130006	-0.000161156	0.000251265	-0.00027334	-7.76E-05	1.96E-05	-0.000315491	-0.000220604	-0.000121765	7.85E-05	0.000195117	-0.00025729	-0.000247302	-0.000188999	-0.000270539
IGHV4.59	-7.22E-05	-3.15E-05	-7.60E-05	-3.50E-05	-3.98E-05	-2.14E-05	-2.83E-05	-2.93E-05	-4.42E-05	-6.50E-05	-2.33E-05	-4.99E-05	-3.46E-05	3.59E-05	-3.30E-05	0.002509412	-1.81E-05	-3.74E-05
PLEKHG3	-0.000130954	0.000191997	7.97E-05	-0.000237121	-0.000730258	-0.000349616	0.001724862	-6.31E-05	-0.000257342	-0.000286915	0.000257151	-7.46E-05	-0.000266867	0.000501828	0.001078286	-0.000423026	-0.000234041	-0.000115838
GJA5	-7.44E-05	-9.52E-05	-8.22E-05	-5.64E-05	-0.000108895	-4.61E-05	-5.96E-05	-8.26E-05	-3.88E-05	-8.15E-05	-4.93E-05	-4.63E-05	-0.000245732	1.87E-05	0.001540687	-9.24E-05	0.001600557	-5.88E-05
KIR2DL3	0.000237597	-5.25E-05	-5.04E-05	-3.30E-05	-6.36E-05	-1.52E-05	-2.90E-05	-4.19E-05	-2.32E-05	-6.85E-05	9.81E-06	-6.85E-05	-4.70E-05	0.00015085	-2.02E-05	-0.000128414	-3.33E-05	3.81E-05
KCND3	-0.000391997	0.001065835	0.0010575	-0.000275829	-0.000613576	0.000152033	0.000384383	0.000146039	-0.00024444	-0.000445686	-0.000285695	0.000788674	-0.000271474	-0.000565814	-0.000324475	-0.000246454	-0.000248829	-0.000329644
PLA2G7	-0.000157787	-0.000131564	-0.000131173	0.000756722	-0.000195552	-0.000120247	-0.000103795	-0.0001398	0.001216859	-0.000666103	-9.12E-05	-9.61E-05	-6.40E-05	-0.000303375	-7.46E-05	-0.000207197	-5.56E-05	-0.000170287
LSR	0.000395584	-0.000176429	-0.000145393	-0.000141593	-0.000186044	-0.00010123	-7.67E-05	-0.000102641	-0.000146238	4.93E-05	-0.000132298	-0.000144055	-0.000196364	-0.000103255	4.98E-05	0.000256823	0.001843852	0.000121554
TNFRSF10A	0.000504215	-0.000209404	-0.000218881	0.000206357	-0.000235824	5.40E-07	-0.000158993	-0.000169154	0.000143816	-0.000269699	-5.74E-05	-0.000166431	-0.00013938	-7.74E-05	-0.000108251	-8.81E-06	0.000715171	0.00016761
NEUROD6	-8.91E-05	-0.000189499	-0.000280577	-5.94E-05	-0.00019658	-8.54E-05	-7.42E-05	-5.20E-05	-4.98E-05	-3.63E-05	-6.10E-05	0.003253559	-6.54E-05	5.22E-05	-5.13E-05	-8.16E-05	-5.20E-05	-0.000110964
GZMM	0.000370661	-6.48E-05	-5.04E-05	-3.59E-05	-0.00010829	-4.17E-05	-5.46E-05	-5.22E-05	-8.32E-05	-5.99E-05	-4.34E-05	-5.17E-05	-4.90E-05	-8.29E-05	-3.39E-05	-7.43E-05	-3.05E-05	-4.56E-05
IGF1	-0.000254727	-0.000233414	-0.000255702	0.001982454	-0.000526385	0.000348406	-0.000189367	-0.000227347	-5.33E-05	-0.000615147	-0.00019053	-3.35E-05	0.000116842	-0.00046704	1.55E-05	0.000772976	-0.000119741	-0.000261882
FCRL2	1.79E-05	-4.88E-05	-5.50E-05	7.12E-06	-6.83E-05	-3.34E-05	-3.12E-05	-5.94E-05	-4.82E-05	-7.94E-05	-2.42E-06	-3.19E-05	-5.52E-05	-6.23E-05	-2.59E-05	0.001796027	-3.80E-05	1.51E-05
AC107398.3	-0.000144869	0.000206448	-0.000198394	-6.57E-05	-0.000186947	-0.000124558	-9.97E-05	8.04E-05	-8.24E-05	-0.000200772	-9.18E-05	0.002919	-0.000126025	-6.03E-05	6.46E-06	-0.000162034	-9.19E-05	-0.000133934
LINC00243	0.000184167	-6.55E-05	-5.78E-05	1.60E-05	-0.000102646	-3.82E-05	-5.35E-05	-5.42E-05	1.90E-05	-7.38E-05	0.000281943	-3.75E-05	-5.23E-05	-9.46E-05	-3.60E-05	-0.000105527	-1.95E-05	-7.35E-05
BTNL3	-4.61E-05	-3.91E-05	-5.86E-05	-1.16E-05	-9.06E-05	-3.52E-05	-4.22E-05	-3.19E-05	-0.000131428	-0.000120018	0.00117515	-5.31E-05	-4.98E-05	-1.33E-05	-1.14E-05	-8.19E-05	7.99E-05	1.40E-05
PLCB4	-0.000228878	-0.000455698	0.000404864	-0.000175908	-0.000271339	-0.000134772	-0.000198633	-0.000202742	-0.000164862	-0.000131486	-0.000164031	0.002454055	-0.000306533	0.000303867	0.002514788	-8.32E-05	0.000714442	-0.000151562
TRBV20.1	0.000339912	-5.61E-05	-6.74E-05	-1.34E-05	-8.79E-05	-3.41E-05	-3.30E-05	-4.77E-05	-3.42E-05	-0.000154524	-3.00E-05	-6.27E-05	-4.70E-05	-5.97E-06	-3.10E-05	-8.42E-05	-3.29E-05	-4.70E-05
HEMGN	0.00020081	-6.27E-05	-3.29E-05	-5.79E-06	-7.39E-05	-3.83E-05	-2.94E-05	-3.00E-05	-5.31E-05	-8.82E-05	-2.99E-05	-9.06E-05	-5.43E-05	0.000261904	-3.04E-05	2.26E-05	-1.70E-05	6.51E-05
ERO1A	-4.18E-05	-0.000823757	-0.000328915	-0.00020944	0.002674635	-0.000246448	-0.000211393	-0.000322372	0.000427204	-5.56E-06	3.06E-06	7.22E-05	0.000646042	0.000315044	-0.000302327	-0.000275084	-5.51E-05	5.67E-06
DGKE	0.000398772	-0.000224619	-0.000173251	8.00E-06	-0.000166691	-5.94E-05	3.99E-05	-8.23E-05	2.83E-05	-0.000152992	-0.000125712	-5.34E-05	-5.81E-05	-0.000160113	0.000134839	0.000117187	0.000871943	-4.16E-05
STK4	0.001004111	-0.000307562	-0.000319552	0.00030108	-0.00036384	-0.000242417	-0.00030712	-0.000565867	0.000358891	-0.000603177	0.000868478	-0.000300618	9.50E-05	0.000143849	-0.000345726	5.43E-05	-0.000224141	0.000148811
C21orf62	-0.000291427	0.000735243	-0.000218996	-0.000121474	-3.42E-05	6.44E-05	-0.000227512	0.001934069	-0.000193575	-0.000489113	-0.000188314	3.46E-05	-0.000310222	0.000326487	-0.000205672	-0.000217326	-0.000189507	-0.000229205
TRAV20	0.00020617	-3.41E-05	-3.63E-05	-2.20E-05	-6.49E-05	-1.58E-05	-3.12E-05	-3.41E-05	-3.71E-05	-5.34E-05	-2.81E-05	-2.88E-05	-3.31E-05	-5.56E-05	-4.02E-06	3.35E-05	-2.47E-05	-5.22E-05
CACNA1I	0.000307173	-3.84E-05	1.42E-05	-4.31E-05	-0.000140788	2.57E-05	-7.38E-05	-7.32E-05	-8.76E-05	-9.37E-05	-6.05E-05	0.000249954	-5.63E-05	-0.000282337	-4.23E-05	-7.18E-05	-5.14E-05	3.97E-05
INSIG1	-0.000194363	-0.000320714	0.000486983	-0.000601174	-0.000169317	9.85E-05	8.82E-05	-0.000412011	0.00015004	0.002128997	-0.000403556	-0.000321354	0.000544352	0.000437789	-0.000491981	-2.63E-05	-6.64E-05	-0.000133676
DIO2	-0.000218071	0.000256796	-0.000152185	-4.79E-05	-0.000125015	0.001509797	-0.000183562	-0.000273373	-0.000168852	-0.000319591	-0.000120837	-1.09E-05	0.000489409	-0.000426897	0.000354023	-0.000211769	-0.000133836	-0.000180505
IGF2R	4.26E-05	-0.000395384	-0.000100618	4.64E-05	7.89E-05	0.00023612	-8.21E-05	-0.000397748	0.000501531	-0.001068089	0.001961546	-0.000175295	0.000731266	-0.000335318	0.000378184	-0.000181278	0.00036129	-0.000436961
PTTG1	-0.000145795	-0.000261413	-0.000398748	-0.000195341	-0.000207903	-2.03E-05	-0.000212867	-0.000213878	-0.000183182	-0.000103878	-0.000228545	0.000134853	-0.000175811	0.008476871	-0.000181625	-0.000252091	-0.000140078	-0.000181548
SLC43A2	-0.000452594	-0.000151881	-9.46E-05	0.000522251	-0.000697215	-9.80E-05	-0.000291979	0.000191774	0.001455053	0.000128134	0.000548143	0.00024758	1.02E-05	-0.000238217	-0.000198144	-0.000345359	2.30E-05	-0.00034762
XCR1	-3.55E-05	-4.63E-05	-6.55E-05	-0.000326023	-0.000111673	-5.77E-05	-4.59E-05	-5.69E-05	0.000353537	0.000482611	-9.80E-05	-3.26E-05	-7.26E-05	1.56E-05	-3.62E-05	0.000967974	-4.04E-05	9.71E-05
MSRB3	-0.000260196	-0.00054681	-0.00013769	-0.000162056	-0.000121507	4.32E-05	-0.000209629	0.00079928	-0.000156058	-0.000336736	-6.57E-05	-0.00031091	0.000162067	0.000183583	0.004006681	-0.000193071	0.001452207	0.000956151
DNASE1L3	-1.24E-05	-7.50E-05	-7.46E-05	-0.000383574	-0.000175655	-8.25E-05	-5.65E-05	-8.36E-05	0.000470799	0.00059229	-0.000125237	-3.60E-05	-8.20E-05	-5.93E-05	-5.22E-05	0.000710403	0.00031474	0.000253634
AVPR1A	-8.14E-05	-7.71E-05	-8.54E-05	-4.18E-05	-0.000115566	-0.000121795	-7.44E-05	-0.000168379	-4.54E-05	-0.000104523	-4.83E-05	-9.18E-05	-0.000280437	0.000124049	0.003613651	-0.000116169	6.31E-05	-8.21E-05
ITPR3	0.000595748	-0.000196479	-0.000286059	-0.000155271	-8.11E-05	-9.86E-05	-0.000180952	-1.76E-05	-0.000148049	-0.000293857	-0.000177082	0.000146504	0.000736066	0.000203528	-0.000337778	3.35E-05	0.000765071	-0.000151594
IL3RA	-8.26E-05	-0.00014146	-0.000143629	-0.000163527	-0.000195698	-0.000149527	-0.00011114	-0.000142906	0.000375958	0.000424764	-9.04E-05	-5.39E-05	-9.08E-05	-0.000177679	-0.000233663	0.00077149	0.001976148	0.000543067
AL121935.1	0.000252887	-4.94E-05	-4.37E-05	-3.80E-05	-7.50E-05	-3.27E-05	-3.30E-05	-3.83E-05	-5.58E-05	-1.99E-05	-2.12E-05	-3.18E-05	-3.37E-05	-0.000108711	-3.63E-05	1.29E-05	-3.08E-05	-6.54E-05
TMEM173	0.000484872	-0.000346317	-0.000383321	0.000897156	-0.000582652	-0.000262295	-0.00027803	-0.000306697	0.000509059	-0.000495426	-0.000263073	-0.000352422	0.000323109	1.44E-05	0.00042655	-0.00043202	0.001151141	0.000314327
PENK	-0.000100345	-0.000333549	0.000263088	-2.36E-06	-0.000518603	0.001632747	-9.53E-05	-0.000355353	-5.78E-05	-0.000252214	-6.80E-05	0.000114632	-4.49E-05	-3.75E-05	-0.000129093	-2.03E-05	-9.89E-05	-0.000106029
NCR3	0.000406618	-8.44E-05	-7.62E-05	-6.12E-05	-0.000116802	-5.08E-05	-6.22E-05	-5.48E-05	-3.91E-05	-7.50E-05	-5.63E-05	-0.000100394	-6.68E-05	0.000137766	-5.27E-05	-3.13E-05	-3.55E-05	-1.83E-06
AL121839.2	0.000330634	-9.56E-05	-7.56E-05	-2.32E-06	-7.85E-05	-5.67E-05	-5.13E-05	0.000209674	-3.63E-05	-0.000228317	-5.02E-05	-3.56E-05	-4.93E-05	-0.000124451	-4.07E-05	-0.000171731	-2.82E-06	-0.000118423
NPL	-0.000347649	-0.000183737	-0.000321447	0.00127291	-0.000372841	-0.000153219	-0.000206661	-0.000134008	0.001330153	-0.000670641	0.000695864	-0.000260622	0.000150875	-0.000179999	-0.000263942	-0.000516241	-0.000200946	-0.000392316
DLG2	-0.000302315	-9.37E-05	0.000155159	-0.000171298	-0.000528278	2.87E-05	0.002392396	-0.000148195	-0.000211267	-0.00032602	-0.000217631	0.000567529	-0.000188213	-0.000347507	-0.000143229	-0.000288425	-0.00016487	-0.000202935
CXorf65	0.000310357	-6.52E-05	-7.54E-05	6.49E-08	-0.000110327	-5.19E-05	-4.78E-05	-6.86E-05	-5.89E-05	-7.74E-05	0.000120324	-5.95E-05	-5.56E-05	-4.42E-05	-3.59E-05	-5.00E-05	-3.47E-05	-6.49E-05
GRIA3	-0.000450003	0.000806733	0.001651728	-0.00026934	-0.000249525	0.000332761	0.000171818	6.45E-05	-0.000303888	-0.0005266	-0.000318725	-0.000264709	-0.000358117	-3.45E-05	-0.000269089	-0.000370306	-0.000252682	-0.000390865
RAP1GAP2	-2.40E-05	-0.000131988	-0.000280141	0.000176413	0.000418142	-0.000115528	-0.000172464	-2.92E-05	8.22E-05	-0.000327483	0.000522006	0.00075281	-0.000221103	0.000130172	-4.85E-05	0.000154447	-9.94E-05	0.000607055
LILRA2	-0.000203539	-0.000212178	-0.00021129	0.000603266	-0.000286856	-0.000155101	-0.00015444	-0.000167421	0.000689905	-0.000472188	0.00173005	-0.000195278	-0.000173877	-2.07E-05	-9.76E-05	-0.000259575	-0.00010307	-7.50E-05
AC007271.1	-5.43E-05	-4.68E-05	-4.91E-05	-4.20E-05	-2.87E-05	-2.70E-05	-3.63E-05	-4.11E-05	-0.000110493	2.43E-05	0.000926364	-2.43E-05	-3.47E-05	-1.36E-05	-2.79E-05	-5.80E-05	-2.80E-05	-8.90E-05
ID1	-0.000342081	-0.000656401	0.001147112	-0.000381855	-0.000871901	0.000565669	7.24E-05	0.001163744	-0.000351889	0.000176195	-0.000312637	-0.00052078	0.00027958	0.000295341	-7.41E-05	-0.000274908	0.001829992	-0.000224176
TWIST1	-0.000303681	-0.00042367	-0.000278742	-0.00026995	7.67E-05	0.000890352	-0.000252354	8.57E-05	-0.00031023	-1.33E-05	-0.000220113	-0.000382496	0.004044059	0.000298113	-0.000482712	-0.000271616	-0.000173067	-0.000241566
TLR6	-0.000160788	-0.000238068	-0.000242191	0.001108006	-0.000364433	5.47E-05	-0.000171508	-0.000191247	0.000793698	-0.001081163	0.000838499	-0.000219545	-2.89E-06	-2.19E-05	-0.000145441	0.000137918	-8.11E-05	-0.000176931
TCF4	-0.001126064	0.001174713	0.001504595	0.000128663	-0.000510713	0.000293956	-7.17E-05	0.000307778	-0.00027525	-0.000952579	-0.000849345	0.001081537	0.000450807	0.000354774	4.78E-05	-0.000130028	0.000856668	-0.000822354
KCNJ6	-0.000169919	0.00106441	-0.0004003	-0.000126921	-0.000720034	0.000224891	-0.000155578	-0.000304314	-0.000104372	-0.00012311	-0.000122394	0.002726231	-6.73E-05	-0.000432237	-0.00014554	-0.000173181	-7.88E-05	-0.00016432
TAL1	-0.000158356	-0.00016738	-0.00017893	0.001892844	-0.000213155	-0.000159369	-0.000137176	-0.000160913	-0.000742945	-0.000356	-5.44E-05	-3.46E-05	-0.000143921	-0.000133541	-0.000152292	-0.000158341	0.000757491	0.001170233
NDRG2	-0.000525453	0.00061627	0.00173841	0.000152306	-0.000842057	-0.000600955	0.00066581	0.000748138	-0.000229973	-0.000440323	-0.000425716	-0.000747075	-0.000337977	-0.000553278	0.000635779	-0.000445867	-8.90E-05	1.96E-05
C21orf91	0.000239853	-0.00030126	-0.000307375	-0.000203491	-0.000527773	-0.000127052	0.001754586	-0.000308522	-0.000116517	-0.000343764	-0.000194218	0.000130958	0.000623711	0.00028406	-0.000129145	-0.000191161	-0.00010102	0.001223908
C6orf15	-8.42E-05	0.001061416	-0.000193743	-7.25E-05	-0.000228108	-0.000126758	-7.16E-05	-0.000123485	-6.33E-05	-2.63E-05	-5.61E-05	-0.000185978	-4.34E-05	0.000116225	-7.13E-05	-6.70E-05	-4.68E-05	-8.83E-05
KIF11	-0.000172648	-0.000498938	-8.16E-06	-0.000121461	-0.00047858	-0.000175149	-0.000187791	-0.00016397	-0.000105626	-0.000345013	-0.000200908	2.36E-05	-0.000290227	0.009574135	-0.000151715	-0.000202739	-0.000179677	-0.000180966
LINC01781	2.75E-05	-5.01E-05	-6.37E-05	5.81E-06	-9.62E-05	-3.66E-05	-3.90E-05	-4.31E-05	-2.90E-05	-0.000109732	-3.49E-05	-3.69E-05	-4.38E-05	-5.68E-05	-4.62E-05	0.001917253	-3.93E-05	5.17E-05
RAB11FIP4	0.000281447	-0.000182801	8.71E-05	-0.00026145	-0.000394946	-0.000146398	0.001207265	-0.000235555	-0.000124752	-0.000288775	0.000123315	0.000711477	-4.03E-05	-0.000296111	-0.000288452	-8.07E-05	-0.000224063	-0.000125649
TTC39C.AS1	0.000268197	-4.75E-05	-4.36E-05	-3.76E-05	-6.27E-05	-2.56E-05	-4.54E-05	-5.01E-05	-6.15E-05	-3.34E-05	-4.67E-05	-8.47E-06	-2.60E-06	-0.000174677	-3.56E-05	-3.83E-05	-3.09E-05	-6.72E-05
TTYH1	-0.000449734	0.001430842	0.000395217	-0.000229855	-0.000679997	-0.000488286	0.00118486	0.001589258	-0.00028162	-0.000653808	-0.000333858	-0.000664066	-0.00033965	-0.000444355	-0.00035819	-0.000408527	-0.000294357	-0.000415618
CKAP2L	-0.000265064	-0.000395093	-0.000331106	-0.000174032	-0.00037807	-0.000222847	-0.000192467	-0.000185525	-0.000193082	-0.00016086	-0.000174883	0.000125106	-0.000190762	0.010242402	-0.000139442	-0.000258967	-0.000171012	-0.000157333
MEI1	0.00034568	-0.000181267	-0.000248268	-0.000109057	-0.000153707	-0.000123295	-0.000136907	-0.000144179	1.75E-05	-0.000207052	-7.63E-05	-0.000190136	-0.000102712	-2.64E-05	-7.54E-05	0.004107589	-5.48E-05	-0.000115795
CNR2	0.000115655	-5.16E-05	-3.86E-05	-7.35E-07	-8.68E-05	-3.25E-05	-2.75E-05	-3.97E-05	-1.35E-05	-7.26E-05	-1.43E-05	-3.40E-05	-4.97E-05	-2.70E-05	-3.15E-05	0.000696194	-2.01E-06	8.88E-05
CALHM6	-0.000284023	-0.000351672	-0.000305338	0.000802658	-0.000455539	-0.000197234	-0.000247438	-0.00025607	0.001070538	0.001285946	-0.000244364	-0.000288746	5.82E-06	8.83E-05	-0.000260799	-0.000148574	-0.000247445	-0.000238061
NDC80	-7.43E-05	-0.000319974	-0.000341592	-0.000188197	-0.000498085	-0.000118472	-0.000209687	-0.000168276	-0.000195275	-0.000253952	-0.000152528	2.44E-05	-0.000116663	0.008994872	-2.79E-05	-0.000140264	-0.000114556	-0.000224482
ARHGAP18	-0.000102333	-0.000316635	-0.00053245	0.000865488	-0.000674395	6.81E-05	-0.000297821	-0.000385248	0.001620105	9.18E-05	-0.000375614	-0.000290563	-7.26E-05	0.000201255	-0.000274958	1.40E-05	0.000826656	0.002142444
AC093010.2	0.000186483	-2.62E-05	-3.97E-05	-2.41E-05	-5.91E-05	4.32E-06	-3.92E-05	-5.11E-05	-2.47E-05	-4.60E-05	-6.66E-06	-1.41E-05	-1.78E-05	-9.25E-05	1.03E-05	-8.13E-05	-3.28E-05	1.88E-05
DLGAP1	-0.000269171	-3.51E-05	0.002315005	-0.000161857	-0.000422878	7.53E-05	-0.000246995	-0.000263091	-0.000155221	-0.000358579	-0.00019112	3.89E-05	-0.00020726	-5.05E-05	-0.000181247	-0.000338605	-0.000105024	-0.000235735
HCP5	0.000453281	0.000660388	-0.000452832	8.00E-05	-0.000732005	-0.000135105	-0.000197677	-0.000118948	0.000251458	-5.56E-05	0.000115521	-0.000370467	-0.000195855	0.00027143	-0.000116253	-0.00021295	0.000197081	-0.000202617
ABCC9	-0.000117368	-0.000114268	2.52E-05	-4.17E-05	-0.000302449	-0.000152884	-9.63E-05	0.000481756	-6.42E-05	-0.000199221	-7.91E-05	-8.16E-05	4.41E-05	2.99E-05	0.002325681	-0.000138419	0.000413443	-0.000114617
GPSM3	0.000323657	-0.000239749	-0.000227948	0.000328828	-0.000336795	-0.000163719	-0.000174442	-0.000185299	0.000364066	-0.000325021	0.001046578	-0.000211591	-0.000166285	-8.54E-05	-7.84E-05	-1.40E-06	-6.55E-05	6.31E-05
CDC20	-0.00026017	-0.000255272	-0.000323709	-0.00017326	-0.000330125	-0.000192986	2.65E-05	-0.000165765	-0.000150486	-0.0001829	-0.000167905	-0.000702822	0.000282922	0.009013452	-0.000249197	-0.000225783	-0.00012137	-0.000271512
HELLPAR	-8.47E-06	-6.21E-05	2.85E-05	0.000138103	-6.92E-05	2.19E-05	-2.91E-05	-8.98E-05	4.72E-05	-0.000219928	8.33E-06	-1.35E-05	-9.38E-05	0.00066786	5.73E-05	-0.000100873	5.49E-05	4.07E-08
AC008555.4	0.000380289	-7.82E-05	-7.02E-05	-3.46E-05	-0.000107277	-5.01E-05	-5.38E-05	-5.59E-05	-6.08E-05	-0.000117414	-3.94E-05	-5.79E-05	-6.39E-05	-4.45E-05	-4.48E-05	-5.93E-05	8.08E-05	4.71E-05
HIST1H2BG	1.35E-05	-0.000350752	0.000522262	0.000198904	-0.00021246	2.23E-05	-6.82E-05	-0.000138739	-0.000261191	1.03E-05	-0.000135093	-0.000104048	-0.000143242	0.000128604	-0.000162572	0.002388464	-5.26E-05	-9.06E-05
PLAT	-0.000410499	0.001057747	-0.000271762	-0.000235244	-0.000474946	0.001881688	-0.000312363	-0.000115372	-0.000290324	-0.000458646	-0.000302115	-0.000422512	4.47E-05	8.89E-05	0.000378692	-0.000374027	0.001092377	0.000813762
CSRNP1	0.000164656	-0.000184797	-0.000583246	-0.000413691	-0.0008465	-0.000195486	-0.000236357	0.000254965	-0.000551174	0.003658435	0.000322837	-0.000469818	-0.000105243	-0.000279722	0.000382471	-0.000296007	0.000526039	0.000613986
WEE1	-0.00034284	0.000336231	-0.000287031	-0.000434564	0.001325081	0.000787734	-0.000394682	-1.32E-05	-0.000416311	3.96E-05	-0.000359326	0.000116549	-0.000424966	0.002863298	-0.000101657	-0.000146283	-0.00012516	7.48E-05
APC2	-0.000424529	0.000409448	0.001963975	-0.000243656	-0.00068569	-0.000348271	0.000453989	0.000792447	-0.000269826	-0.0005305	-0.000310662	0.000416968	-0.000284181	-0.00082663	-0.000334553	-0.000469539	-0.000264345	-0.00036456
PCDHGC3	-0.000507093	0.001864498	0.00064086	-0.000201426	-9.71E-05	0.001196169	-0.00041848	-0.000195977	-0.000301509	-0.000904344	-0.000303713	-0.000571093	-0.000128401	6.45E-05	-0.000285064	-0.000487762	-0.000160801	-0.000404929
LINC002481	0.000404242	-6.37E-05	-5.46E-05	2.84E-05	-0.000120124	-4.36E-05	-6.37E-05	-6.24E-05	-4.43E-05	-0.000238873	-1.70E-05	-8.00E-05	-2.98E-05	-5.54E-05	-1.37E-05	-5.61E-05	-2.98E-05	-3.46E-05
P4HA2	-0.000378307	-0.000694916	-0.000454513	-0.00026764	0.000914188	0.001495268	-0.000255701	-0.000248228	-8.26E-05	-0.00032113	-0.00026461	5.49E-05	0.003180411	7.75E-05	-4.78E-05	-0.000337937	-2.83E-07	-0.000305966
PPDPFL	-6.47E-05	-0.000160329	-0.000205879	-4.12E-05	0.000490705	-0.000127546	-5.63E-05	-6.19E-05	-4.49E-05	-7.13E-05	-5.20E-05	0.001692063	-7.61E-05	-0.000171608	-2.55E-05	-6.66E-05	-5.19E-05	-6.92E-05
FRY	-0.00023144	-7.38E-05	0.000839387	-0.000276625	-0.00067918	-7.18E-05	-0.000169952	0.00025098	-5.00E-05	-0.000310765	0.00051133	0.000431253	-0.000316238	-0.000124747	0.001483977	-0.000312909	0.001162345	5.93E-05
PLAAT4	0.000788666	-4.86E-05	-0.000631373	-4.52E-05	-0.001180162	0.000467408	0.000388352	0.001502567	-0.00017579	-0.000393888	-0.00036275	-0.000444594	-6.70E-05	-0.000390735	-0.00018528	-0.000393846	-0.00021882	-0.000337228
GRIN2A	-0.000126642	-0.000286867	-6.79E-05	-9.35E-05	0.000232599	-0.000157191	0.000569517	0.00025407	-7.94E-05	-9.23E-05	-8.47E-05	0.000175073	-0.000290609	-6.54E-05	0.001364502	-0.000135878	-0.000190512	-5.96E-05
RORC	0.000217678	-5.32E-05	-8.05E-05	-5.13E-05	-6.59E-05	-4.26E-05	-4.77E-05	-3.35E-05	-1.79E-05	-5.24E-05	-2.19E-05	0.000301914	-3.99E-05	-8.36E-05	-9.23E-06	-7.87E-05	-2.91E-05	-2.01E-05
NOSTRIN	-0.000135164	-0.000111828	-0.000122125	-8.17E-05	-0.000243098	-0.000164292	-9.89E-05	-0.000127571	-8.23E-05	-0.000156864	-8.55E-05	-0.000104306	-0.000104454	4.71E-05	0.000372299	-0.000109376	0.004842057	-0.000125723
RETN	-9.97E-05	-8.86E-05	-7.73E-05	-0.000290188	-0.000165734	-3.81E-05	-6.97E-05	-4.49E-05	0.00174862	-0.000757147	0.000193435	-0.000115066	-9.81E-05	0.000121758	-4.15E-05	-0.000123923	-4.49E-05	0.000228282
PLCH2	0.000241212	-0.000255238	-0.000187375	-0.000139831	-0.000321079	-0.000145569	0.001078675	-0.000177736	-0.000145737	-0.000146267	-0.00013417	0.001243407	-0.000125395	-0.000249737	-0.000142919	-0.000188381	-0.000116725	-0.000189696
AC073225.1	-9.67E-06	-8.68E-05	-0.000122023	-1.29E-05	-9.34E-05	-4.05E-05	-2.67E-05	-7.95E-06	4.17E-06	-7.94E-05	-2.77E-05	0.001124519	-4.63E-05	0.000200431	-6.78E-06	-6.80E-05	1.04E-07	-2.84E-05
MCL1	0.00011196	-0.0003813	-0.000538672	-0.000210174	-0.000781837	0.000412141	-0.000719546	-7.62E-06	-0.000306352	0.003298786	0.000925218	-0.000599955	0.00017122	-0.000473057	-5.06E-05	0.00023874	0.000246662	0.000362701
