	T-cell	Cancer-1	Cancer-2	Myeloid-1	Cancer-3	Cancer-4	Oligo	Cancer-5	Myeloid-2	Myeloid-3	Myeloid-4	Cancer-6	Giant Cell Cancer	Cycling	Vasculature-2	Other Immune-1	Vasculature-2.1	Other Immune-2
CREG1	1.6920433783203738e-05	0.00021782720498184874	6.77639087780683e-05	0.001962606211652956	0.00045218176290609356	0.000286881959028761	0.0004934044328762992	0.0003142859268095774	0.0018343288781525926	0.0001644093598835309	0.00033208263710918527	0.00022117350063885548	0.0008141047937663969	0.0	0.0002964970001058288	8.642255328275034e-05	0.000671306102173259	0.0003986124890392621
AL139042.1	4.059566969106215e-06	1.870604645800769e-06	2.5801564358410753e-06	0.0	0.0	1.8665178897544522e-05	2.4296460834959945e-06	8.184403862592074e-06	0.0	0.0	0.0009655160902529981	7.74598506042694e-06	0.0	2.03012840049742e-05	0.0	8.088866289299179e-05	0.0	5.69075566322403e-05
REM2	9.027892507590782e-05	1.049052385805531e-05	0.0	1.8143060608202278e-06	0.00012955406671939082	8.305802671589782e-06	4.4865978522392485e-06	6.918674906262584e-05	0.0	3.1367367487890514e-05	0.0005836447210732053	0.0005435828571204641	0.0	0.0	0.0	7.970101022892773e-05	1.1474885636318196e-05	0.0
PLAAT3	0.00018932739033684839	0.0005061920034278723	0.0	0.0005229907908512437	0.000456291009449577	0.0010625857586789443	0.0025769415451007693	0.0013520264079143523	0.0001075440976207951	6.0744520691925056e-05	0.0	3.900254968888107e-06	0.0	0.0	0.0001857392251607495	0.00020561112690164896	0.0004285245872226604	0.00021123965247176122
LINC02325	0.00028739007159532656	7.876688844677566e-06	1.302166898090793e-06	0.0	3.633274667678462e-05	1.6187692918980796e-05	0.0	6.970326729522817e-05	0.0	0.0	8.007594266128871e-06	4.4255209922058876e-07	0.0	0.0	0.0	0.0	0.0	0.0
NLRP6	0.0001746833482457332	0.0	0.0	4.6784532869773823e-05	0.0	0.0	0.0	0.0	0.0	9.759028587386368e-05	0.00044282333446150603	0.0	0.0	0.0	0.0	2.581938879718827e-05	0.0	0.0
ADAMDEC1	0.0	0.0	0.0	0.0004105363385945195	0.0	0.0	1.926509935656956e-06	0.0	0.001048567799973436	0.0002478667114894003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMIE	0.0	0.0	8.31001822440942e-06	0.0	0.0	0.0	0.0	0.002419371305991203	0.0	0.0	0.0	0.0003756169793075836	0.0	0.0	3.887195824508573e-05	0.0	0.0	0.0
PRKCQ-AS1	0.0006990659368959998	0.0	0.0002805200699695744	0.0	0.0	0.0004912167012536328	0.0009424517943289832	0.0	0.0	0.0	0.0	8.7870197205301e-07	6.779595873317999e-05	0.00013861739632337644	0.0	0.0	0.0	5.711382342416678e-05
FRAT1	0.0002556173502135626	9.851923115142124e-08	0.000484019656186307	0.0007420225456273598	0.0	0.0	0.00011550711290201512	0.0	0.00030214238208263683	0.0	0.0008968622578980169	5.524150558793985e-05	2.123863432324385e-05	0.0	1.1670828016924706e-05	0.0001280712461029179	6.0901777786041626e-05	7.85928269984664e-05
SEC14L5	0.0	0.0	0.0	0.0	0.0	0.0	0.0028643508573660344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMTC2	2.003032761354999e-05	0.00048593072999547594	0.0	0.0	0.00016999658793955273	0.00022802079106391276	0.0025038839819962236	0.000484971694030864	0.00018602204482626433	0.0	2.191424696483647e-05	0.0006287082843414771	4.050838436511002e-05	2.064609169304456e-05	0.0	9.724870233989219e-05	0.00023666070617119612	0.0
EMILIN1	0.0	0.0003325634280116136	0.0	0.00011158296205759104	0.0	0.001742730236253263	0.0	0.0010054387769494833	3.7774029532952092e-06	0.0	0.0	0.0	0.0034594652956719896	0.0004855073037725559	0.0006998742090761978	0.0	0.0	0.0
COL10A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0050144093421171385	1.873686227388442e-05	0.0	0.0	0.0	0.0
CD244	0.0004199264152649882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007037064651992695	0.0	2.871371941796737e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.250499774138009e-05
ANKRD1	1.6065503301290045e-05	0.0	1.0673933489900805e-06	0.0	0.00012091466686601614	0.0	4.113062630922391e-06	0.0	3.0311026717392007e-06	0.0	1.4455568129355528e-05	8.748863857947086e-06	0.00023868492628026228	0.0	8.457886524934239e-05	0.0	0.00033234604337885207	0.00010542893268507268
RETREG1	0.0003348449413146482	0.0006291206661141322	6.687994663211294e-05	0.0	0.0010702805074966678	0.0007206400934805908	0.002096773751890831	0.0014616770810097549	0.0	0.0	3.592790450087857e-05	0.0006745244348978105	0.0003574877486062318	0.0	0.0	0.0	0.0	0.0
UPP1	0.0004418300591154458	0.0003395961803544597	0.0	0.0	0.0012416771522227147	0.0008078645391109498	0.0	0.0007102754722989343	0.0013187479835279727	0.0008115641839604978	0.0005552119315467336	0.0	0.001002198766235336	0.00048736892845084633	0.0	0.0	0.0007947928523413849	0.0
SLC26A8	6.200356314393373e-06	3.733034092472965e-05	2.6559065585357485e-06	4.4040268890820016e-05	0.0	8.299246759853729e-06	1.9566634260512196e-05	2.7874914952971597e-05	0.0	0.0	0.0006188673927337938	1.0465138680014255e-05	0.0	3.6152776146060035e-05	1.3961319702037405e-05	0.0	1.8997876629433965e-05	6.587451947430801e-05
RAB31	0.0	0.0022150818112699373	0.0022498404494842605	0.0012115300009433508	0.0009653886687699957	0.0012343438821815055	0.0001701371007949096	0.0016701007519810554	0.0019208396857128111	0.00029086304007572316	0.0008675379755506985	0.0	0.001033697509680633	6.585437962746957e-05	0.0005920838461875739	0.00023050239871782313	0.00011832813018103672	0.0
AC092683.1	0.0004786279300613429	0.000172253934577803	0.0004154903964115745	0.0001055061650159362	0.0003878754581874687	0.0003206086413806049	9.857209447478568e-05	0.0001396671339310165	5.6614103232553985e-05	0.0	1.7940313339089678e-05	0.00029405514970313134	5.409116206451399e-05	0.0006150249090288725	3.5334922165214074e-05	0.0001685533315463698	0.00016587195150429072	0.0001717508403111372
LGALS9	0.00020626737795570837	0.0	0.0	0.0016845005063561803	0.0	2.286592039494231e-05	0.0	0.0	0.0014857123525477821	0.00014132855797113075	0.00010400186347385734	0.0	1.6552258400386642e-05	0.00015873789930023158	0.0	0.0	0.0003756954967974668	0.0003439701161181687
AC013264.1	0.0003377915613085464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7432238273084072e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAP3K5	0.00064317376889013	0.00010917647635566322	8.432718061754466e-05	0.0010940472801973349	0.0	0.0006831332963515816	0.0	0.0004847331253413734	0.0004979177860691856	2.4167686165145445e-05	0.0006725680307104953	0.00040374477492677037	0.0002335246145154035	5.111811265529266e-05	0.0008508101942723268	0.0	8.883684420401536e-05	0.00048720779816376243
GUCY1A2	0.0	0.000740539315620381	0.0015953235889687588	0.0	7.20027955905152e-05	0.0001443719194641617	1.9825568532420677e-05	0.0002609359167942941	0.0	0.0	0.0	0.0011825003787316302	0.0004995430643002783	0.00039270124926016147	0.0009180359694896674	0.0	0.00018736408106072313	0.0
ADGRL3	0.0	0.0015766851046727626	0.0022896489744975122	0.0	0.00039259496527764846	0.0009383423141695707	0.00015523657425303182	0.0007609444294085788	0.0	0.0	0.0	0.0007432971814591553	8.958554237000294e-05	0.0005775282780910872	0.00017635992320482044	0.0	0.0	0.0
PALM2-AKAP2	0.00023728736319978056	0.00036393259354577224	0.0	7.133279599379636e-05	0.0010977282833082931	0.0018005709024765642	0.0005686252379304235	0.000454673296827883	0.00011755886063501521	0.00022554818659349202	0.0	0.0005920361378510288	0.0009551860964748645	0.0010328095047066875	0.0016135258623358691	0.001034885591758853	0.0013797914979599714	0.0026943134591391094
LINC02084	0.00038358263490351354	5.924401474377236e-06	0.0	0.0	2.51162316939091e-05	1.9602198385808333e-05	0.0	1.0008145629691459e-05	0.0	0.0	0.0	0.0	4.5960032957769374e-05	0.0	4.155749019219627e-06	0.0	0.0	0.0
EDAR	0.0002258795002814611	0.0	2.1330069580525976e-06	0.0	2.387989836738396e-06	1.4979278433926042e-06	1.6481649319131927e-06	7.272691561757092e-06	0.0	0.0	0.0	5.599380308834797e-06	0.0	0.0	5.165163021314399e-06	0.0	0.0	0.0
AC020656.1	0.0	0.0	2.4295181497871562e-05	0.0	0.0	0.0	0.0	0.0	0.0017968577079541114	0.0	0.0005394081831706677	0.0	0.0	0.0	0.0	0.0	0.0	0.00020794187186535783
IL21	0.00017267485403671607	0.0	0.0	5.807950416502811e-06	0.0	2.3112624841620307e-06	6.321476877934135e-06	0.0	0.0	7.06107208546383e-06	0.0	0.0	0.0	8.303621692551859e-05	0.0	4.7877322625371814e-05	2.115422218260517e-05	0.0
KIF20B	0.00042077283724738907	0.0	0.0001959701661732997	0.0003859781603866069	2.7756878692846478e-05	6.261849642510086e-05	5.98901570289604e-05	1.3670611288634276e-05	0.00024370224710715737	0.0	0.0	0.0	8.779272366482863e-05	0.005519991036058052	0.00017507229571593817	0.0002031364295843086	4.945675094234949e-05	0.0005520484941083066
ACSL5	0.0006581225701737029	0.0	0.0	0.0002999946770413954	0.0	0.0	0.0	0.0	0.0005642965177006345	0.0004773615773123983	1.858074546349719e-05	0.0	1.5157091005154705e-05	0.0002497732846831524	0.0	0.00024137505167342276	0.0015346595100297134	0.0004190282343905372
KIR3DL1	0.00021582449916373418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3487730897484053e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.6812460343790273e-05
AC044849.1	0.0006373154775688919	4.137590770863995e-05	0.00011145425425632878	2.996831068640139e-05	5.460658080239144e-05	0.00010014463209044998	3.461311616090093e-05	6.075243729995039e-05	0.0	0.0003013215341847601	5.2715157759533084e-05	0.00013556384596681903	0.00022360809216898	0.0	0.0	0.0003041177874131081	9.03845823844248e-05	0.00021539945233303132
TRBV19	0.00025442101298721645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5821125341796255e-05	0.0	0.0	0.0	0.0
C12orf74	7.965744834202074e-05	1.5006803477766113e-05	2.7193610627175792e-05	3.0938573653261694e-05	5.050153062798674e-06	2.1871163282439084e-05	3.0080299066318393e-06	7.27849282165983e-06	1.3463584178283226e-05	0.0	5.713975522685799e-06	1.4933340894732721e-05	0.0	0.0	4.4578537244828075e-06	0.0005581468157420282	9.321615740847946e-05	2.120436518299168e-05
TSPAN14	0.0009310307280475038	0.00019341697272522954	0.0005131747235211154	0.0012790213324313877	0.00017886568901038296	0.00019391102268334105	0.00026958370994413267	5.599966908758272e-05	0.0008272551616948222	0.0	0.0006164068637577053	0.00025327379763503613	6.052151594778599e-05	9.510497662874662e-06	0.00044854036314911916	9.52851758658379e-06	0.0012449349149846439	0.000178075407605177
PCED1B	0.0005422952180926626	0.0	0.0	0.00035051989243647057	0.0	1.9945008589535712e-05	0.0	6.080916368040904e-05	0.0003315575204322623	0.0	0.0	0.0	0.0	8.414438272452082e-05	9.14989922483726e-05	8.071323291742966e-05	1.606029037353063e-05	1.343481446173268e-05
PNP	0.0003313557381078129	0.00030456222946746204	0.00033463836545091183	0.0	0.00019313164697651214	4.4693792389670494e-05	4.4710931507201436e-07	0.0003102588001761065	0.0007675153936146655	0.0019780863126321923	0.0002381812797685955	5.928231984707545e-05	0.0001257872275868924	0.000836762970425138	0.0	0.0005854163949481978	0.0017008307537726224	0.0005737879949762123
MFAP4	0.0	0.0	0.0	0.0	0.0	0.0020921902820857613	0.0	0.00024104029766924332	0.0	0.0	0.0	0.00029351910731541497	0.0008251622871101015	0.0	0.0016071156776442839	7.18987572653334e-05	0.0	0.0
NGFR	0.0	0.00039698983042447413	0.0	0.0	0.0004746823092649712	0.00012958570384579554	0.001057369913951481	6.446151443517316e-06	0.0	0.0	0.0	0.00047348535528747213	0.00023698632351413493	2.70967728674355e-05	0.00010676676413798741	0.0	0.0	0.0
ZNF165	0.0002534746736702077	0.00010239948116013915	0.0	0.0	8.224226898598738e-05	0.0	8.63361086713986e-06	6.207020099555961e-05	0.0	0.000368893307750883	7.61020826585019e-05	2.001507566869675e-05	3.395099485686573e-05	0.0001765706496456469	1.1779652824596082e-05	0.0008997727928998922	0.0	0.00011647488847024964
PPFIBP1	0.0	0.0006474047696447412	9.150642709534535e-05	0.0	0.0007543150990728612	0.0020661383619449704	0.0008603209551878929	0.0002572164010889496	0.0	0.0	0.0	0.0005385547360029621	0.0022760428220963396	0.00010283687939036825	0.0006750109878634843	2.740670747248399e-06	0.0014152841478996285	9.475449339321922e-05
PDLIM1	5.2526573140445746e-05	0.0	0.0	0.0	0.00032993290661890225	0.0006930839081674303	0.0	0.0	0.0	4.441921040626348e-05	0.0	0.0	0.0010825480999747718	8.10372565823017e-05	0.00237723532300785	0.0003784826733265736	0.002178685268769738	0.0
EPHA1-AS1	0.0003063250363491832	9.328437180481329e-05	3.773757581845376e-05	0.00012106400109402287	0.0003435892268416656	4.9716480634493444e-05	5.995844517381961e-06	8.542561890257119e-05	0.0002048796210706132	1.0991531900795934e-05	4.8832948978881204e-05	9.165298847036025e-05	0.0	0.0	3.640275171974238e-05	0.0	2.5741102144451195e-05	0.0
PRG2	0.0	0.0	0.0	8.959556045473966e-06	3.5427275904548114e-05	0.0	1.244774000996813e-06	7.1598857393200276e-06	4.8868852530577594e-05	0.0	0.0	7.0176674170796775e-06	0.0	0.00013007424093188023	2.4622057617386535e-05	0.0	0.000105333107008816	0.00532943249637258
UHRF1	0.0	0.0012769165745292379	0.0006831731986343141	0.0	1.1197635136660433e-05	3.930422517419186e-05	1.5297743088814574e-05	0.0	2.5969994497681473e-05	0.0	0.0	0.0007967973649262679	0.00022645400580357126	0.004251773506101453	0.0	0.0	0.0	0.0
LRATD1	0.0	0.0011512067004540649	0.00016108372624570947	0.0	0.0014989947548937027	0.000956472530425723	0.0	0.0	0.0	0.0	0.0	0.0004076465941977382	4.828843375962702e-06	0.0	4.7206969509392745e-05	0.0	0.0009827704947406278	0.0
GABRG1	4.27020628306338e-06	0.0	7.753848489936293e-05	0.0	0.0	0.0	0.0	0.0003192402240867282	0.0	6.1203226342797625e-06	7.29053201911116e-06	0.0008776630268705843	0.0	1.33464915425105e-05	5.351340273999195e-05	1.543089940775774e-05	1.1687419959841366e-05	5.9656098378723854e-05
CYSLTR1	0.0002642319103985011	0.0	0.0	0.0005308573653939936	0.0	0.0	0.0	0.0	0.0005186855840697742	0.0	0.0002050762769601024	0.0	0.0	5.176503707828547e-05	0.0001370914102919289	0.0011017554101920997	0.000483893236964774	0.000795840562361392
IGHV3-64D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031865088445804505	0.0	0.0
FXYD5	0.0008744369868217251	0.0	0.0	0.0003573946876595212	0.0001102613627030647	0.0	0.0	0.0	0.0007719831333480753	0.0004481774129794341	0.0	0.0	0.0004315001461982473	4.735833897881898e-05	0.0	0.0003044689146317688	0.0006900085772562485	0.001085057756187544
PMEPA1	8.49558664898973e-05	0.0003318284718707798	0.00036671809550928124	0.0006204697815071767	0.0013521626136827856	0.0019298787120759038	0.0001367685646599869	0.0	5.8120804378927675e-05	0.0	0.0	0.0005922230447373086	0.0017299543480698012	0.00029500061954931096	0.001250599041109443	0.0005023749543704394	0.0007091633638579144	0.0003654844467129719
NUP210	0.0009636181484587869	0.00038727802398372084	0.0003427923487195072	0.00010586010461601827	4.620634791632166e-05	9.298628539507057e-05	0.00010190931056970639	2.9416121442231177e-05	0.0004911130405832746	0.0	0.0	0.00016965175641296118	0.0	0.0015484186079969286	0.0	0.0004190846323751492	4.006838526440942e-06	0.00011527386269941641
PTCHD1	0.0	0.0006086226012520148	0.0	0.0	0.0017817335585539125	0.00020317690367795664	0.0	0.0010792780341211488	0.0	0.0	0.0	0.00026247739208738735	0.0	0.0	0.0	0.0	0.0	0.0
AL135818.1	0.00034248030139141626	0.0	0.0	7.480167349121909e-07	0.0	0.0	3.7933785663547344e-06	0.0	1.3614466480981672e-05	0.0	6.985362044846457e-05	0.0	0.0	6.418093851177464e-05	0.0	0.0	8.891154613818695e-06	5.047132919350143e-06
F11R	0.00026533483135168535	0.0003000623177071342	0.0	0.0005818823559725117	0.00020745266448816686	0.00014095862041439773	0.0	0.0006629654359057005	0.0013813518304298118	3.393979272647256e-05	0.0007821063361957381	0.00021225658593330095	0.0	0.00022379603019884582	0.0	0.000468001880789732	0.0014048066285427363	0.0007080806218724758
GAD1	0.0	0.0008680948858158984	0.0013340404424052907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000844756043360566	0.0	0.0	0.0	0.0	0.0	0.0
AC133485.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024902756079627207	0.0	0.000306071027224928	0.0	0.0	0.0	0.0
MFSD6	0.000612651848739953	9.389770860559045e-05	0.0007943400355932417	0.0	0.00019912618148384007	0.00040640497484667297	0.001969611631942451	0.00022611909640683013	0.00028533762561608236	0.0	0.0	0.0008859869770829518	0.0	0.00023954412190885433	0.00025753320846327583	0.0003775901583063984	0.0003474667408345039	0.0003871411770574055
CCDC168	4.636413300767316e-05	9.723446638852068e-05	0.0001130155668735972	3.0495242016812276e-05	0.00010991709054839394	2.995793236800054e-05	3.2573990762144074e-05	0.0	4.055736331007767e-05	0.0	2.9706935554448242e-05	8.764004571849378e-05	5.59174770815114e-05	0.00018878954900550753	5.385536363525477e-05	2.3421088119521067e-05	1.6687798317979784e-05	0.0
PTGS1	0.0	0.00046849309613265186	0.0	0.0018048127896335769	0.00011215898259484467	4.5883426576318954e-05	0.0	0.0	0.0011871713857850117	0.0	0.0	0.0	2.318848301065647e-05	8.831818281278178e-07	0.0	0.0	1.0781735347946175e-06	0.003806988008786898
BMP2K	5.616725438659834e-07	0.00023368808707366888	4.106063419215994e-05	0.002271572183063652	0.00016708602894432696	0.0004043441946205835	0.00020298194034929057	0.0007008584476689256	0.0014315368977152775	0.00024847540679992546	6.879017248240414e-05	0.00011914734192857522	0.0011427938575756524	0.0007493403991482338	0.0	0.00010744928985717504	0.00035754719598124447	0.0021705645565844845
AL021877.2	5.062832172969057e-05	2.1287406809820898e-05	4.631449647886581e-05	6.161887621158971e-05	3.8045665441625e-05	4.1687548583783735e-05	2.265391594609095e-05	4.4265146030291655e-06	2.828354468892511e-05	2.0764590533564886e-06	5.656543881217799e-05	3.578216920750638e-05	0.0	5.904353385401366e-05	3.127612323823854e-05	0.0	5.7063762437367356e-05	1.3604645391104551e-05
DLX1	1.7752075607509187e-06	0.0001781280968532436	9.911085522295585e-05	0.0	0.00013188943367761888	0.00014712465083424785	0.0	0.0	0.0	0.0	8.459522014825453e-06	0.0022829058226216743	0.00024343061502671927	1.7371988548673052e-05	0.0	0.0	0.0	3.7097823562763884e-05
CCRL2	0.0	0.0	0.0	0.00013344656765163228	0.0	0.0	0.0	0.0	0.00043742843486978744	0.0032982346118918767	0.0	0.0	0.0	0.0	0.0	0.0	0.00026620386068908474	1.2924528240516248e-05
CEP85L	0.0008955508906196582	0.00022177376009957517	0.0006847332546549089	0.00026266835507689066	0.00036919803051317185	0.00049867241211591	0.00029996227427872546	0.00013567308650478305	0.00012032262728726704	0.00018356361243760853	0.00014601799914835747	0.0005969436170621507	0.00022372589132895978	0.00017171868529119555	0.0003596574673307868	0.00038489658434332565	0.0002590226127242786	9.487599804479465e-05
PTEN	0.0006632622468812275	0.00036495460576307036	0.0009925706958522607	0.0006074627332214523	0.0005372418650629329	1.3088444719972446e-05	0.00021678207452851208	0.0004179190993180897	0.001107186573686961	0.000623740679871402	0.0020524494128329363	1.817008141708675e-05	0.0007479619191977378	0.00046976244585226313	0.0018451546133326708	0.000453238108423787	0.0007457372499190493	0.000305613301224126
PLCL2	0.0008794334846314423	0.00013788364051008878	0.000402951813407005	0.0006251125426892456	0.0	0.0001881981924677942	1.1130924056559816e-05	0.0	0.00037064004979830273	1.9595995635668526e-05	0.0004660101219258111	0.0012345518852635606	0.0005398894724779107	0.00038777719311654805	0.00010823746049756264	0.00031987697820395607	0.0002876677440341185	0.00013245660056926097
AL031595.2	9.576793029590099e-05	4.934614643089613e-05	0.00010129477920846359	6.310893016754365e-05	0.00010789260038053271	5.360039175764167e-05	3.2594478777746155e-05	2.2242207938092887e-05	7.42812604908033e-05	2.271494248317808e-05	4.412688361745201e-05	6.977218952371075e-05	0.0	0.0	0.00010646685039276773	8.665000980726275e-06	0.00011029719790368102	2.065324156545263e-05
PRG4	2.6683423340354287e-05	0.0	0.0	0.0	0.0	0.00025625922725756205	0.0	0.0	0.0	0.0	5.728922181402744e-06	0.0	0.0007865966296788511	0.0	0.00043343974184255893	0.0	3.822935060666847e-05	5.464340809728345e-05
TNXB	6.355126535075863e-07	0.0006015752064869054	0.0	0.0	0.00044136855686758983	0.0009242995686779517	0.0	0.000996862794065565	0.0	0.0	0.0	0.0	0.0002385590849493705	0.0	0.0004252999999445359	2.633881784421249e-05	0.0009587010716956847	1.3323678023125978e-06
ZC3H12A	0.0005307036899522615	0.0	0.0	0.0	9.534335598437904e-05	0.000523527558232371	0.0	0.0001510130747192743	0.0001078113972493758	0.0024217726619298924	0.00037726552761438675	0.0	0.0003731531928300564	0.0	0.00012880019369831863	0.0004958677648129975	9.651402586187287e-05	0.0006535534434655813
TENT5A	0.00012995836281532868	0.0016193316969633324	0.0	0.00011382510662085021	0.0009180785613724406	0.0007550952583669054	1.4073071268144944e-05	4.630996202992053e-05	0.0004750206952667616	0.0005279638548952177	6.616704438235897e-05	9.702070989617928e-05	0.0014767813818314863	0.0004668010364036793	0.0003710988032976909	0.0	0.0002666162988361178	0.0011212558070026629
MAP6D1	0.0	0.0004565755866837666	7.752011231697185e-06	1.1396791846692258e-05	9.83954658520153e-05	4.080639501446468e-05	0.0028675557619455318	0.0	2.027153240538741e-06	0.0	0.0	5.865946261790757e-05	0.0	1.4657241973941134e-06	0.0	0.0	2.4029455519115056e-07	0.0
TBX18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006486425045374143	0.0	0.004877585648675414	0.0	0.0	0.0
AC020743.1	8.295455517831784e-06	5.566278779167582e-05	0.0	3.296210527699545e-05	0.0004029577463387689	0.0	9.9361697365512e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1947168415833803e-06	0.0	0.0	7.923748248655322e-05
ZDBF2	0.00029701563148709084	0.0002746484783664464	9.449044974757683e-05	8.370664369130512e-05	0.0004827861072135174	0.0004519739014240234	0.0	0.0005841454622650331	0.0	0.0001930199181650248	0.0	0.0019414683606109732	0.0002819002186895936	0.0	0.00031260486530535386	0.0001554069540685078	0.0001562025056760866	2.9641253893243858e-05
SRRM4	0.0	0.0	0.0005438008852794972	0.0	0.0	0.0	0.0	1.5479177576007804e-05	0.0	0.0	0.0	0.0031882373723579583	0.0	0.0	0.0	0.0	0.0	0.0
MET	0.0	0.0	0.0	0.0	0.0014028317875639025	0.002617062814850265	0.0002741692576783288	0.0	0.0	0.0	0.0	0.0	0.0	0.00019174447298641017	0.0	0.0	7.289488328102833e-05	0.0
ADGRV1	0.0	0.0004329686207264662	3.703696476456145e-05	1.3381218327155176e-05	0.0	0.000572984803047547	6.193740583062604e-06	0.0013342678915714203	0.0	0.0	1.1140231156238641e-05	0.0009597779828757878	5.72071001944373e-05	0.0002645712667408942	1.8556993527329383e-05	3.3013626430944386e-06	0.0	0.0
TNS4	0.00022454478954250367	4.395903501812218e-06	0.0	0.0	5.296406377691613e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.1961419288761388e-05	0.0	3.200732461937068e-05	1.594856360755762e-05	0.0	1.2087467268709573e-05	0.0
UBASH3B	0.0006289267091740527	9.520702108623656e-05	0.0	0.0004257206135418568	0.0001969676346912744	0.0004189011853763712	0.0	1.1923650035336452e-05	0.0005691030133008653	0.0002819983751486485	9.473921511215048e-05	0.0008926682609368011	6.90918374171113e-05	0.0006331998374231333	8.25702238680302e-05	0.0	0.0	0.00030690479635224867
AL592146.2	3.566230897998471e-05	0.00038974266475651307	1.9376895722497827e-05	8.996787279313908e-06	2.0641242057114774e-05	0.0	2.5024148839766836e-05	0.0	1.923840602145029e-05	6.222168573821602e-05	9.410339874467703e-06	0.0	0.0	0.0	3.236934379888207e-05	1.679014934000231e-05	1.6274709560642048e-05	8.256988681517944e-05
LIME1	0.0007194867488585889	7.477907987231816e-05	0.00016997118017848757	0.0	0.0001938052153891435	3.599410419736072e-05	7.762830090078731e-05	2.983612785843972e-05	0.0	0.0	0.0	0.00010506389790084793	1.5666447570195392e-05	0.00031686437490178576	3.454303246254622e-05	0.0006847682478965672	4.6840224764524726e-05	0.0
AC243829.1	0.00028111353076566795	0.0	0.0	0.00010836118493018187	0.0	0.0	1.96147475765455e-06	2.3796296335524024e-07	4.241823001128363e-06	1.6375728761725433e-05	7.027145019932397e-05	5.2040380457639564e-05	4.7626648728013157e-05	0.0	6.13717040113433e-06	0.0	2.9176802442432854e-05	0.0
GABRB1	0.0	0.0002446056481285946	0.0	0.0	5.716746589372456e-05	0.0	2.3895642514156107e-06	0.0001566182501463025	0.0	0.0	0.0	0.0021768145756491226	0.0	0.0	0.00013155840883040192	0.0	0.0	0.0
HPGDS	0.0	0.0	0.0	0.0016930822745871567	0.0	0.0	0.0	0.0	7.106731846999056e-05	0.0	0.0	0.0	0.0	8.711280822571036e-05	0.0	0.0	0.0	0.007900215575862757
KIR3DL2	0.00024412329272798197	0.0	0.0	0.0	4.4523486031280056e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.2182333515655134e-05	0.0	0.0	1.506495410340943e-06	0.0	0.0	3.473718822349293e-05
WNT1	0.0002826274884151107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.72508047861383e-05	0.0	1.6170948177959318e-06	0.0	0.0	0.0	0.0	0.0	0.0
DNAH8	0.00010889665557636511	2.163864478080378e-05	3.3577319662532495e-05	1.1695820998752786e-05	1.7955653486004e-05	9.367845450078905e-06	2.997165093241057e-05	3.399010745352109e-06	3.4286070152841656e-05	0.0	1.8265327635243363e-05	8.055287996314156e-06	0.0	9.448381940078722e-05	5.735059540056627e-05	0.0003257764885155581	2.224949784135153e-05	7.415027959467356e-05
STK17A	0.0012485797329166927	0.0014330350051950222	0.00011669510035096793	0.00029277060357337425	0.0007344372112090212	0.0018426826684830092	0.0	0.0006184376162357087	0.0	0.0002544738060273579	0.0005555662281679208	0.0001636522414819516	0.00011888981975891477	0.000734353431017457	6.379749171195273e-05	0.0003197251308208689	0.00014351157231596635	0.00011427124758091495
NINJ2	0.00018596554570962667	0.0	0.0	0.00017942210549013723	0.0	0.0	0.0023249606552588832	0.0	0.0004305559687330642	0.0	0.00019825737549696284	0.0	3.4541040763957985e-05	8.313650293294905e-06	2.44521306165281e-05	2.629330209423791e-05	0.0	0.0
EGFL7	0.0	0.0	2.04219153728102e-06	0.00012639383347833326	6.568845257236383e-06	0.0	0.0	0.0	9.1418350576298e-05	0.0	0.0	0.00016174609194070225	0.0	0.0	0.0	0.0	0.004933758860691431	0.0001489210801532348
PLD4	2.6341672873755677e-05	0.0	0.0	0.0021639941776518527	0.0	0.0	0.0	0.0	0.0	9.83473077823432e-05	0.0	6.31840396804616e-06	0.0	0.0	0.0	0.0004920231082636454	0.0	0.00023009724648483348
