	Treg	Cycling	Naïve/Memory	Effector
NINJ1	0.001030176	0.000209802	-0.000117765	0.000418934
NINL	-0.000130039	-6.13E-05	0.000153276	5.05E-06
NKG7	-0.000509855	0.000962308	-0.000502664	0.00337392
NKTR	0.000126976	0.000191869	0.00076483	-0.000130669
NLN	-7.16E-05	0.001051677	2.96E-05	-9.34E-05
NLRP3	-0.00053008	4.21E-05	0.00036603	-0.00020581
NME1	0.000626475	0.002289531	-0.000196216	0.000586009
NME8	-0.00013855	-0.000172118	-0.00014989	0.000964734
NOL8	0.000260793	0.000372924	0.000305771	5.01E-05
NOTCH4	0.00012415	2.58E-05	3.14E-05	7.06E-05
NPR2	0.000113456	-5.33E-05	4.36E-05	-4.76E-05
NPTX1	-5.30E-05	0.000654839	-7.55E-05	0.000340236
NPTX2	7.18E-07	-3.17E-05	-5.12E-05	0.000215116
NR1I2	-7.00E-05	-1.68E-05	8.66E-06	0.00018513
NR4A1	-0.000217164	0.000306368	1.85E-05	0.001277924
NR4A2	-0.000710475	0.00053512	0.000185839	0.002055409
NR4A3	-6.16E-05	0.000289232	1.00E-05	0.000992137
NRDE2	-5.01E-05	0.000765317	0.000137247	0.000201029
NRIP1	0.001474644	0.00020753	-0.000196218	0.000411325
NRIP3	-0.000152138	0.000140955	6.80E-05	8.21E-05
NRP1	0.00018837	-1.90E-05	-1.39E-05	7.04E-05
NSD2	0.000616511	0.002835936	-0.000118901	0.00011154
NTRK1	0.000468254	-3.97E-05	-5.53E-05	0.000175709
NTRK2	0.000385619	-6.37E-05	-7.53E-05	9.25E-06
NUAK1	-0.000114222	-5.31E-05	-6.78E-05	0.000437571
NUCB2	-0.000527509	0.002179476	0.000119423	0.000470945
NUDT12	7.33E-05	0.000124513	-2.05E-07	4.34E-05
NUDT16	0.000312742	-1.66E-05	0.000119145	0.000104879
NUDT3	0.00010278	0.000413591	0.000237747	0.000638229
NUGGC	-0.000269635	0.000183471	8.93E-05	0.000690639
NUPR1	0.000283718	-9.11E-05	3.04E-05	0.000129494
NUSAP1	2.96E-05	0.004016767	-0.000301254	-0.000221324
OAS1	0.001644757	0.000296113	-0.000129138	5.26E-05
OAS2	0.000852642	0.000727764	5.95E-05	0.000263246
OAS3	0.001380204	0.001076219	4.97E-06	-0.000202131
OASL	0.000415779	0.000695027	3.69E-05	0.000284954
OBSCN	0.000137497	-0.000166003	0.000346342	-0.000102484
OBSL1	-5.82E-05	-1.66E-05	-6.15E-05	0.00055455
ODC1-DT	-2.73E-05	3.59E-05	9.01E-05	-2.42E-05
OLAH	3.23E-05	-5.69E-05	4.49E-05	-4.61E-05
ONECUT2	-1.68E-05	-4.51E-06	5.32E-05	-2.38E-05
OPA3	0.00028369	0.000121349	3.62E-05	0.000257334
ORAI2	0.000113494	0.000379684	3.45E-05	0.000913595
ORC1	-0.000156864	0.003482214	-0.000257213	0.000101107
ORC6	-0.000250294	0.003226647	-0.000162207	-7.27E-05
OSBPL11	0.000269451	0.000264018	0.000135095	9.59E-05
OSBPL1A	9.40E-05	5.99E-05	0.000131754	-0.000135256
OSBPL5	-0.000397124	0.000302493	-0.000210148	0.001686972
OSM	-0.000154173	-5.98E-05	0.000296899	-0.000121299
OTUD7B	0.000852613	0.000342292	-6.17E-05	0.000258991
OTULIN	0.000588183	0.000586144	-4.46E-05	0.000777817
P2RX5	0.000749336	0.000576271	5.16E-05	0.000152518
P2RY14	-1.79E-06	-6.53E-05	7.56E-05	1.23E-05
PAGE5	0.000223505	-6.57E-05	-4.71E-06	-4.13E-05
PAICS	0.000133596	0.003091023	-0.000147262	0.000347319
PAK3	0.000838083	-0.000148836	2.02E-05	-0.000180835
PALM2-AKAP2	0.001037199	0.000696274	-1.38E-05	0.00027705
PARD3	0.000199646	-1.35E-05	-6.09E-05	0.000259441
PARP14	0.001058325	0.00057484	0.00014016	0.000200731
PARP9	0.000973836	0.00061308	0.000163116	8.88E-06
PARS2	0.000136362	2.43E-05	-1.86E-06	7.68E-06
PATJ	-0.000455257	5.91E-05	0.00058401	-0.000113456
PATL2	0.000145095	0.000129022	0.000214919	0.000271296
PBX1	2.23E-05	-1.39E-05	1.18E-05	0.000147044
PCDH9	-3.23E-05	-6.02E-05	-7.72E-05	0.000526714
PCLAF	-0.000144135	0.006027494	-0.000452624	-0.000125903
PCNA	6.45E-05	0.005616761	-0.000307636	0.000139143
PCNT	2.11E-05	0.001394651	0.00012892	0.000566925
PCSK7	0.000968577	7.41E-05	0.000319571	0.000187261
PDCD1	0.000820342	0.000525992	0.000162099	-0.000270953
PDCD1LG2	0.000609199	-0.000103138	1.53E-05	-7.57E-05
PDE3B	-0.000730232	3.86E-05	0.000823106	-0.000851851
PDE4D	-0.000567393	0.000346872	0.000609549	0.000283028
PDE4DIP	0.000276289	0.000407081	0.000297253	0.000161489
PDE5A	-3.38E-05	-4.52E-05	4.61E-05	6.24E-05
PDE6G	4.29E-06	-0.000108547	-0.000136189	0.000720799
PDGFB	0.000121449	-3.84E-05	8.18E-05	0.000102101
PDGFD	-0.000179925	-0.000129789	-0.000250792	0.001673422
PDGFRB	-0.000231783	0.000796526	-0.000232683	0.001062833
PDK1	6.54E-05	3.68E-05	0.000385779	-0.00012692
PDZD8	-0.000320098	0.000596258	0.000296535	0.000902444
PEAK1	-0.000100615	0.000550388	-9.25E-05	0.001183173
PECAM1	-0.000263123	0.000354832	-9.00E-05	0.001103707
PEG10	-0.000123161	9.01E-05	2.56E-05	0.000317726
PELI1	0.001587178	-0.000136252	0.000111011	-0.000552706
PEX11A	-3.11E-05	-6.63E-05	2.41E-05	0.000427793
PFKFB2	-0.000138651	-9.51E-05	7.93E-05	0.000415994
PFKFB3	0.000526619	0.000361397	0.000203899	0.000565406
PFN1	0.001496214	0.003207131	-0.000192233	0.000762384
PGAP1	0.000308596	-2.21E-05	0.000193098	-0.000213888
PGGHG	-0.000413043	-8.13E-05	0.000788977	0.000157827
PGM2L1	0.000903225	0.000167314	7.23E-06	-8.34E-05
PHACTR2	0.001978558	0.000237303	-8.81E-06	-0.000240083
PHEX	0.000252445	0.000162169	-1.18E-05	-2.34E-05
PHLDA1	0.002467151	7.60E-06	-0.000241986	9.98E-05
PHLDB2	-0.000128587	0.000363059	5.76E-05	0.000288054
PHTF1	0.000703859	0.000335809	4.85E-05	0.000261642
PHTF2	0.002635146	0.000141825	-0.000106811	-0.00042983
PIGZ	7.77E-05	7.33E-05	-2.18E-05	0.000246457
PIK3AP1	4.00E-05	0.000474075	-0.000589017	0.002834546
PIK3R3	0.00167972	-0.000167609	-0.000295789	0.000242423
PIKFYVE	0.000300605	-8.19E-06	0.000230082	0.000357797
PIM1	5.16E-05	0.000391963	0.000594418	-0.000185666
PIM2	0.001739748	-0.000190719	0.000135129	-0.000285499
PJVK	-1.31E-05	-1.66E-05	9.93E-05	3.07E-05
PKM	0.002485596	0.002468044	-0.000259595	0.000137648
PKMYT1	-0.000195048	0.003766632	-0.000233035	-0.000358275
PKP2	0.000323828	4.82E-05	-2.00E-05	0.000189505
PKP4	0.000293714	0.000662912	0.000130601	-9.38E-05
PLAC8	-0.001111695	0.000211373	0.000395265	0.001135744
PLAG1	-0.000202073	-5.23E-05	0.000134346	-4.34E-05
PLCB1	-0.000412061	4.42E-05	0.000184358	0.000494749
PLCD1	-0.000155016	-1.74E-05	0.000385437	-0.00022059
PLCG2	0.000152199	0.00015854	-0.000185281	0.002071418
PLCL1	0.000516403	0.000310859	0.000141858	-0.00038057
PLCXD2	0.000102588	0.000865844	2.68E-05	0.000496309
PLEK	0.000317205	0.00086909	-0.000347499	0.001865105
PLEKHA5	0.000260504	0.000325711	0.000186536	-1.08E-05
PLEKHA6	0.000240045	-3.13E-05	-2.53E-05	-5.28E-05
PLEKHG3	-0.000414832	-5.97E-06	0.000126229	0.000796846
PLEKHH2	-0.000165391	-2.17E-05	0.000208258	1.07E-05
PLEKHM3	0.000205325	-1.07E-05	0.000122297	0.000272248
PLIN2	0.000756365	0.000360487	0.000178558	-9.35E-05
PLK2	-0.000378169	3.16E-05	-4.22E-05	0.001230023
PLK4	-0.00011153	0.003360313	-0.000206757	-0.000222104
PLOD2	1.35E-05	2.87E-05	-3.42E-05	0.000116937
PLP1	-1.80E-05	0.000141712	6.37E-05	4.31E-05
PLS3	0.000522643	0.000103602	-8.20E-05	6.49E-07
PLXDC2	0.000220642	6.73E-05	-6.60E-05	0.000527513
PLXNA4	-0.000201158	4.69E-05	-0.000176699	0.001367331
PLXNC1	0.000180611	0.000449143	9.05E-06	0.000818756
PMAIP1	0.002285293	0.000831289	-0.0002766	-0.000160444
PMCH	0.000888547	-8.78E-05	-0.000165352	-6.27E-05
PMEPA1	-0.000183617	-0.000110487	0.000127456	0.000353017
PMFBP1	0.000223553	-8.41E-05	-8.03E-06	4.87E-05
PMP2	-4.34E-05	0.000111354	3.09E-05	4.96E-05
PNMT	-9.05E-05	-0.000103081	-0.000109536	0.000827962
POC1B-AS1	-8.08E-05	-2.64E-05	0.000156431	2.16E-05
POLA1	0.000256464	0.002373946	-0.000187058	9.96E-05
POLD3	8.31E-05	0.002028201	-3.27E-05	0.000149633
POLE	-8.13E-05	0.002504501	1.38E-05	-6.96E-05
POLQ	-0.0002114	0.003051381	-0.000231175	-8.46E-05
POLR1E	-0.000210349	0.000273711	0.000297725	-0.000179534
POU2F1	0.000146909	0.000122746	0.000145052	0.000414865
POU2F2	0.00125252	-7.65E-05	-1.12E-05	-0.00017577
POU5F2	0.000133076	-7.45E-05	6.02E-05	1.24E-05
PPARA	-3.34E-06	0.000334049	0.00012029	0.000236281
PPFIA1	0.000271438	0.000256923	0.00021762	0.000301603
PPFIA4	-0.000169522	-4.68E-05	0.00019145	-6.27E-05
PPFIBP1	0.0001416	9.61E-05	-6.75E-05	0.000703405
PPFIBP2	-0.0002492	2.94E-05	0.000313413	-8.36E-05
PPM1L	-0.000205984	-0.000136871	-0.000118016	0.001020066
PPP1R12B	0.000996636	5.71E-05	-2.22E-05	9.82E-05
PPP1R26	0.000670435	-5.54E-05	-0.000206201	0.000662527
PPP1R26-AS1	0.000456671	-6.73E-05	-4.44E-05	-6.40E-05
PPP1R2C	7.39E-05	1.68E-05	1.59E-05	-2.43E-05
PPP1R3B	2.82E-05	0.000178326	0.00010256	0.000506381
PPP1R9A	-0.000113789	-0.000148518	-0.000321564	0.001521777
PRC1	0.000203378	0.002027914	-0.000134443	-4.50E-05
PRC1-AS1	-9.95E-05	4.42E-05	0.000122254	6.37E-05
PRDM1	0.001835709	4.21E-05	0.000234084	-0.000278591
PRDM5	8.49E-05	0.000252661	-5.51E-05	9.41E-05
PRF1	-7.29E-05	0.000283224	-0.00057663	0.003657149
PRICKLE1	0.000280381	-5.45E-05	-2.88E-05	2.06E-05
PRKD3	-2.26E-05	0.00059945	-6.10E-05	0.001174206
PRKDC	0.000320478	0.002295267	3.34E-05	0.00067164
PRKX	-0.000258578	6.20E-05	0.000371698	0.000543019
PRKY	-0.000259684	1.52E-05	0.000509824	-6.55E-05
PROB1	0.000489307	0.000374256	-0.000138027	8.73E-05
PROSER2	-0.000114682	0.000218769	5.97E-05	6.09E-05
PRR11	2.51E-05	0.000856343	-9.37E-05	0.000223017
PRR14L	0.0003446	0.000247526	0.000152079	0.000374655
PRR5L	9.12E-06	6.68E-05	3.42E-05	0.000703637
PRSS23	-0.000287902	0.00058566	-0.000281104	0.00158302
PRUNE2	-1.72E-05	5.22E-07	1.96E-06	9.24E-05
PRX	-5.42E-05	-1.14E-05	3.67E-05	5.77E-05
PTCHD1	0.000354362	0.000155752	-8.40E-05	-7.28E-05
PTGDR	-0.000432871	0.000108935	-2.96E-05	0.001566437
PTGDS	-0.000216264	0.00024095	-0.000155072	0.000914466
PTGER2	-0.000585543	9.49E-05	0.000505525	0.000643123
PTGIS	7.13E-05	-0.000230299	-0.000312608	0.001573575
PTGR1	0.000114573	8.61E-05	2.72E-05	2.51E-05
PTGS1	0.000374622	-0.00013947	-7.15E-05	0.00050029
PTGS2	-3.14E-05	-9.05E-06	-5.48E-05	0.000641428
PTN	1.27E-05	-9.85E-06	4.14E-05	-1.42E-05
PTPN12	-0.000316767	0.00042832	-0.000410693	0.002888409
PTPN13	-0.000190092	-0.000135253	0.000289068	-0.000373892
PTPN14	0.00015719	0.000303856	-0.000218166	0.000824426
PTPN7	0.002027151	0.000623653	-0.000208995	0.000792781
PTPRB	-8.40E-05	0.000160796	-6.85E-05	0.000454324
PYGL	0.000323248	5.95E-05	-9.45E-06	9.60E-05
QSER1	0.000151431	0.000126672	6.67E-05	0.000450959
RAB11FIP1	0.001844058	9.82E-05	-0.000279708	0.000760564
RAB13	0.000242991	8.81E-05	4.17E-05	-1.94E-05
RAB27B	-0.000268345	-4.57E-05	4.12E-05	0.000822449
RAD50	0.00023149	0.000804755	0.000180969	0.000244559
RAD51	-0.000312682	0.004460088	-0.000305978	-6.66E-06
RAD9B	-4.83E-05	9.37E-05	6.23E-05	-5.64E-05
RAI14	-0.00010631	-5.09E-05	4.39E-05	0.00012065
RALGAPA2	-8.55E-06	6.34E-05	0.000283406	0.000265517
RALGPS2	-2.75E-05	-0.000128265	7.35E-05	0.000262553
RANBP1	0.000444884	0.00325405	-0.000163405	0.000476173
RANBP2	5.47E-05	0.000434768	0.00019483	0.001058682
RAPGEF2	0.000410408	3.37E-05	0.000234764	-3.03E-05
RASD1	-0.000102469	1.69E-05	4.46E-05	0.000167748
RASGEF1B	-0.000622221	0.000553478	0.000233818	0.000906852
RASGRF2	-0.000305259	-0.000212768	0.000512239	-0.000264879
RASSF4	-3.10E-05	-0.000275169	-0.000233248	0.001514444
RASSF6	-9.69E-05	-3.39E-05	6.50E-05	-6.47E-05
RASSF8	-5.64E-05	-0.00014796	-0.000196436	0.001210049
RASSF8-AS1	3.77E-05	-1.42E-05	-4.80E-05	0.000287619
RBBP8	0.000692491	0.002479647	-0.000446434	0.000722163
RBL1	7.31E-05	0.001676382	5.98E-06	-2.95E-05
RBPJ	0.001588251	0.000437122	-0.000159529	0.000682343
RCAN2	0.000314827	1.06E-05	1.94E-05	6.54E-05
REC8	0.001728028	0.000641254	-0.000205021	0.000139819
RECQL4	-0.000355145	0.003771463	-0.00024919	6.82E-05
REL	0.000658162	9.93E-05	-0.000155302	0.00151543
REV3L	0.000494615	0.000680228	0.00016875	6.92E-05
RFC2	0.000223826	0.00272212	-0.000232037	0.000262461
RFX3	-6.62E-05	4.11E-05	0.000197704	0.000201245
RGCC	-0.0005635	0.000397631	0.000541841	0.000155243
RGS1	0.001955675	0.000655526	2.17E-05	0.000279262
RGS12	4.91E-05	0.000107095	3.51E-05	6.47E-05
RGS13	0.000119048	-5.88E-05	-9.12E-05	0.00080223
RGS16	0.000134194	0.000105552	6.02E-05	0.000880208
RGS18	7.98E-05	-5.12E-05	-3.08E-06	7.84E-05
RGS2	-0.00017	0.000475925	0.000179161	0.000730032
RHBDL1	-9.85E-05	-4.54E-05	7.72E-05	3.18E-06
RHOB	-0.000331262	-0.000150645	9.26E-05	0.000523713
RHOBTB1	-4.16E-05	5.80E-05	-6.51E-05	0.00045101
RHOBTB3	-0.000198299	-0.000155555	-0.000104503	0.001083339
RHOU	9.88E-06	0.000308879	0.000117699	-0.00013869
RIBC1	1.28E-05	2.20E-05	-2.08E-05	0.000212949
RIBC2	-0.000189072	0.000977856	3.74E-05	-3.94E-05
RIC3	-0.000103882	5.99E-05	0.000375002	-0.000300663
RMI2	0.000577004	0.003127476	-0.00046759	0.000638489
RNASEL	0.000344451	3.81E-05	0.00016124	1.06E-05
RND2	0.000277325	-6.10E-05	4.34E-06	-9.01E-07
RND3	-6.55E-06	6.22E-05	2.61E-05	2.49E-05
RNF144B	0.000194074	-2.43E-06	0.0001245	4.89E-05
RNF157	-0.000324593	0.000595618	0.000501966	-0.000119568
RNF17	0.000104305	3.96E-05	4.47E-05	2.16E-05
RNF19A	0.000540972	0.00030155	0.000490654	8.64E-05
RNF213	0.002611929	0.00075769	0.000209509	0.000208637
RNF217	-0.000156938	0.000490428	-8.57E-05	0.000486945
ROBO1	1.99E-05	-4.22E-05	2.46E-05	3.45E-05
ROCK2	0.000259596	0.000505759	0.000105454	0.0003509
ROR1	2.22E-05	-1.51E-05	-1.29E-05	3.85E-05
RPAP2	0.000371678	6.29E-05	0.000166479	0.000213335
RPLP0	6.68E-05	0.002307436	0.000826588	0.000187247
RPS26	0.000184954	0.000850303	0.000613137	0.000389146
RPS29	-0.001022702	0.000243395	0.001021922	-0.000949408
RRAD	-3.54E-05	-5.90E-06	-7.88E-05	0.000467475
RRBP1	0.000320221	0.00022104	2.91E-05	0.000960756
RRM1	0.000222075	0.003229557	-4.77E-05	-0.000327921
RRM2	-0.000373731	0.005981794	-0.000433507	-0.000287922
RRS1-AS1	0.000210718	2.60E-06	-6.16E-06	2.13E-05
RSAD2	0.000385101	0.000176133	0.000248194	-6.17E-05
RTCA-AS1	5.99E-05	-7.56E-05	6.22E-05	6.38E-05
RTKN2	0.003027518	-0.00031533	-0.000465728	-0.000360818
RUBCNL	1.19E-05	0.000111259	-7.55E-05	0.000357429
RUFY2	-7.29E-06	0.00020525	0.000162999	4.82E-05
RUFY3	-0.000414638	0.00071865	0.000249946	0.000224547
RYR2	8.88E-05	0.000152728	-2.67E-05	0.000143398
S100A4	0.002365445	0.001352041	0.000246062	-0.000515304
S100A8	0.00021859	-6.24E-05	3.79E-05	0.000159543
S100A9	0.000152005	0.000268282	4.80E-05	3.81E-05
S100B	-0.000122972	-2.98E-06	4.81E-05	0.000202801
S1PR3	7.05E-05	-6.26E-05	-0.00021592	0.001057584
S1PR5	-0.000447067	0.000447574	-0.000295239	0.001884754
SACS	0.000290299	0.000602064	0.000182327	4.50E-05
SAMD9	0.001349276	0.000243445	0.000125512	0.000520273
SAMD9L	0.001344347	0.000262805	8.59E-05	0.000504222
SAPCD2	5.97E-05	0.0012954	-0.000105693	4.36E-05
SAT1	0.002679878	1.80E-05	-1.77E-05	-0.000370168
SATB1	-0.001006213	0.000107566	0.000725597	9.92E-05
SCAI	-2.70E-05	4.39E-05	0.00017362	6.76E-05
SCD	0.000123507	0.000549319	-3.87E-05	0.000332129
SCIN	0.000215579	9.15E-05	-1.17E-05	0.000114867
SCML1	-0.000628379	-9.18E-05	0.000558048	-0.000360241
SCN1A	-3.33E-05	2.75E-06	-2.74E-06	1.32E-05
SCRN1	-5.32E-05	-6.41E-05	-0.000142609	0.001282339
SCX	-0.000113316	-0.000103729	-0.000299157	0.00167135
SDK1	-5.61E-05	-2.91E-05	1.83E-05	-8.08E-06
SDK2	-0.000277075	-5.78E-05	0.000304945	4.62E-05
SEC14L6	0.001641449	-0.000242155	-0.000302501	-3.18E-05
SELL	-0.000141402	2.52E-05	0.000666136	-0.00076309
SEMA3G	0.000449697	0.000178523	-3.80E-05	-0.00013335
SENP5	0.000462639	0.000430602	4.20E-05	0.000551086
SEPTIN10	-9.53E-05	5.52E-05	7.09E-05	-5.25E-05
SEPTIN11	0.000308195	0.001201415	-0.000104471	0.000831532
SEPTIN7-AS1	-3.75E-05	-7.40E-05	4.29E-05	0.000277213
SERINC5	-0.000623109	-0.000183293	0.000727018	-0.000730476
SERPINE2	0.002382593	-4.09E-05	-0.000572537	0.000723214
SERPINF1	0.000105946	-6.00E-05	1.34E-05	3.34E-05
SERPINH1	0.000219213	4.05E-05	5.40E-05	7.32E-05
SESN1	6.23E-05	-0.000143246	0.000274108	0.000137233
SESN3	0.000161237	-0.000278999	0.000553667	-0.000833721
SETBP1	0.000318417	0.00059431	-0.000162693	0.000535107
SETD7	0.00090667	-9.10E-05	0.000129417	-0.000286751
SFMBT2	-0.000234549	0.000531588	3.13E-05	0.001385959
SGCD	-4.64E-05	4.14E-06	8.04E-06	1.84E-05
SGK1	-0.000373654	5.86E-05	0.00048148	-0.000419897
SGMS1	0.001532033	0.000580739	-0.000106458	2.89E-05
SGO1	0.000182117	0.002863811	-0.000264309	-0.000126331
SH2D1B	-0.000314105	-0.000253839	-0.000730151	0.003746196
SH2D4A	-7.64E-05	0.000132737	5.92E-05	0.000188403
SH3BGRL2	-0.00015127	7.78E-05	5.28E-05	-3.07E-05
SH3BP5	-0.000481245	0.000466864	0.000579662	0.000339017
SH3D21	0.000286221	-8.47E-05	4.29E-05	7.78E-05
SH3PXD2A	0.000970317	0.000222968	-3.03E-05	-0.000104536
SH3RF1	-4.52E-05	6.04E-05	-4.40E-05	0.00025827
SHB	-0.000148283	0.000635507	-1.44E-05	5.00E-05
SHC2	-0.000127995	0.000152974	6.78E-05	3.44E-06
SHCBP1	-0.000223383	0.00408001	-0.000241302	-0.000324285
SHD	-6.06E-05	-3.64E-05	1.94E-05	6.89E-05
SHISAL1	-1.97E-05	-5.23E-05	-0.000131631	0.000677415
SHPRH	3.59E-05	0.000542041	0.00016179	0.000190045
SIAH3	-0.000117465	0.000110693	5.08E-05	-2.84E-05
SIGLEC10	0.000254541	-2.22E-05	-4.67E-05	0.000268884
SIPA1L2	-0.00010514	-5.96E-05	0.000151515	-6.55E-05
SKA1	-8.23E-06	0.001698306	-0.000140366	-0.000109073
SKA3	-0.000111998	0.002688718	-0.000233303	-3.11E-05
SKAP2	0.001472574	0.000169935	-0.000357927	0.001216518
SLAMF1	0.003513203	-0.000219737	-0.000287733	-0.000609474
SLAMF7	-0.000406124	0.000494181	-1.95E-06	0.00150526
SLC11A1	0.000354249	-8.94E-05	-7.60E-07	8.61E-05
SLC12A8	-0.000113767	-0.0001616	-0.000263372	0.001453682
SLC16A1	0.001993525	0.000559305	-0.000243854	-0.000153351
SLC16A10	0.000839968	3.39E-05	-1.50E-05	-0.000187785
SLC16A1-AS1	7.41E-05	0.000107859	0.000133868	-4.19E-05
SLC18A2	8.81E-05	-4.28E-05	4.99E-05	0.000328081
SLC1A4	0.00079602	0.001292097	-0.000341152	0.000612011
SLC1A7	-0.00013895	-9.09E-05	-0.000167872	0.001070125
SLC24A2	5.59E-05	6.64E-05	1.88E-05	-5.59E-05
SLC26A2	0.000457323	5.18E-05	1.20E-05	0.000355174
SLC26A5	-0.000121669	-4.15E-05	8.12E-05	-4.04E-05
SLC2A10	-6.18E-05	0.000155759	-0.000153747	0.000731316
SLC2A5	0.000339174	-4.99E-07	-2.79E-05	0.00024133
SLC35A2	5.00E-05	0.000117084	0.000330328	-6.19E-05
SLC35E3	0.000630102	-1.79E-05	-5.06E-06	0.000294156
SLC37A2	0.000940031	-9.14E-05	-0.000177138	9.12E-05
SLC44A1	9.97E-05	0.000440031	-6.45E-05	0.001032194
SLC4A10	-0.000215809	-9.29E-05	0.000186055	3.27E-05
SLC4A4	-0.000325588	0.00065297	-3.50E-05	0.000827715
SLC5A3	0.000532397	0.000348157	-6.86E-05	0.000902055
SLC9A5	0.000114197	0.000148791	7.43E-05	-5.79E-05
SLC9A7	0.001440133	4.79E-05	-0.000220475	6.10E-05
SLCO3A1	-0.000271943	4.59E-05	0.000395713	0.000238232
SLCO4C1	-0.000184404	-0.000162087	-0.000199008	0.001462425
SLFN11	-0.00027274	0.000734029	0.000219426	-1.30E-05
SLFN13	-5.41E-05	0.000285159	-0.000233661	0.001981358
SMAD5	-8.38E-05	-3.81E-06	9.91E-05	0.000771408
SMARCA1	-2.60E-05	-2.09E-05	1.84E-05	0.000142354
SMC1A	0.000280751	0.002417162	-3.15E-05	0.000493565
SMC1B	-9.26E-05	0.000456783	4.41E-05	-4.56E-05
SMC2	0.000263235	0.003864477	-0.000354948	0.000388651
SMC3	0.000382791	0.002380553	9.40E-05	9.10E-05
SMC4	0.00116744	0.002220067	-0.000233342	0.000150543
SMC6	0.000759213	0.001365396	1.56E-07	0.000190322
SMIM14	-0.000189763	5.08E-06	0.000161366	0.000338805
SMIM24	0.000125	-2.09E-05	-0.000217424	0.000982238
SMPD3	0.000653946	0.000253148	-8.73E-05	0.000477147
SMYD4	0.000139819	0.000123267	0.000117502	0.000111143
SNED1	0.000383858	-2.16E-05	2.27E-05	-0.000129361
SNTG2	-5.45E-05	-1.77E-05	0.000185349	-7.19E-05
SNX18	0.00025576	0.000714203	-0.000186236	0.001086766
SNX30	7.63E-05	6.75E-05	0.000249432	-0.000128866
SNX9	0.00137854	4.45E-05	0.000129113	-0.000330054
SOCS7	-5.13E-06	0.000538901	0.000147506	9.13E-05
SOD2	-0.000161366	0.000427638	0.000537623	-0.000420568
SOST	5.34E-05	-7.53E-05	-0.000217139	0.001011674
SOX1	-5.13E-05	0.000244588	0.00012201	-6.76E-06
SOX4	0.000953487	-0.000207172	-0.000322681	0.000856338
SOX9-AS1	1.41E-05	5.32E-05	2.28E-05	-8.21E-06
SPARC	-2.71E-05	1.01E-05	1.22E-05	0.000144988
SPARCL1	0.000170684	3.65E-06	-4.60E-05	0.000217141
SPATA6	-0.000201492	9.87E-05	9.96E-05	8.77E-05
SPATA7	-4.63E-05	-8.55E-05	0.000131583	-2.04E-05
SPATS2L	0.002609487	0.000946221	-0.000415271	-3.57E-05
SPECC1	-0.00020108	0.000294478	6.97E-06	0.001089776
SPECC1L	-4.25E-05	0.000810085	0.000196259	0.000280358
SPEF2	-0.000104659	-6.63E-05	0.000268886	-7.42E-05
SPINK2	-0.000167194	-0.000102608	-0.000233265	0.001243136
SPOCK1	0.000652104	-9.36E-06	-0.000114546	-3.71E-06
SPON1	-0.000246829	5.47E-05	0.000213243	-0.00018302
SPON2	-0.000404313	0.000300029	-0.000266259	0.002078369
SPP1	0.000505837	-0.000131163	-1.05E-06	0.00024186
SPRY1	-0.000260577	6.63E-05	-5.26E-05	0.001059177
SPRY2	-0.000186499	4.26E-05	-0.000422871	0.002259259
SPRY3	2.99E-05	0.00026558	-2.01E-05	1.37E-06
SPTB	-1.66E-05	1.35E-06	3.84E-05	6.62E-05
SPTBN1	0.000354968	0.00045364	0.000314497	0.000203381
SPTBN4	-6.01E-06	-5.40E-05	8.31E-06	0.00011981
SPTSSB	-0.000203765	0.00012336	-8.44E-05	0.000976624
SRGAP3	0.000664787	-2.12E-05	-0.000495467	0.001840587
SSH1	0.000968339	0.00021013	-0.000291201	0.001285034
SSTR3	0.000103268	-8.63E-05	0.000108373	-0.000150117
SSX2IP	-0.000155541	0.000642236	0.000161665	0.000230281
ST8SIA1	5.47E-05	0.000101321	0.000309596	-0.000308995
ST8SIA6	3.17E-05	0.000456582	-0.000138926	0.000765367
STAM	0.002934358	-0.000168179	-0.000488936	0.000262341
STARD9	0.000278517	0.000749818	-9.66E-05	0.000719031
STAT1	0.001515232	0.001217574	0.000113215	-1.44E-05
STIL	0.000147118	0.003263064	-0.000240844	-0.000209786
STK33	-4.76E-05	0.000474947	7.00E-05	-6.59E-05
STMN1	-0.000367982	0.006821306	-0.000500951	0.000236809
STOX1	-8.25E-05	4.83E-05	5.79E-05	-6.83E-06
STOX2	7.59E-05	0.000151281	-0.000171576	0.000865202
STX3	-5.94E-05	0.000228055	0.000238235	0.000132391
STXBP4	0.000113133	-6.18E-05	0.000105988	-1.01E-05
SULF1	9.06E-06	2.04E-05	4.76E-05	-5.86E-05
SULT1B1	-0.000399378	0.000151002	0.000181434	0.000200077
SV2C	-3.61E-05	0.000211786	-1.95E-06	0.000119176
SVIL	-0.000518603	0.000173119	0.000423133	-0.000313457
SWAP70	0.000171742	0.000206966	-9.53E-05	0.00092277
SYCE1	9.82E-05	6.42E-05	-4.17E-05	0.000215556
SYCP2	-0.000114295	0.000864505	4.49E-05	0.000110546
SYK	-0.000299601	7.32E-05	-0.000742926	0.003858579
SYNE1	-0.000441796	0.000820759	0.000209565	0.001483692
SYNE2	-0.000106524	0.000899447	0.000983102	-0.000174718
SYNGR1	-0.000192606	0.000236294	-0.000337774	0.00157123
SYNM	-0.000259212	0.000123886	0.000262373	-0.000111534
